Chromosome,Start,End
chr1,18573289,18573425
chr1,18573370,18573523
chr1,18573445,18573573
chr1,18573594,18573712
chr1,18573640,18573799
chr1,18573721,18573857
chr1,18573802,18573961
chr1,18573886,18574042
chr1,18573965,18574123
chr1,18574045,18574204
chr1,18574130,18574282
chr1,18574207,18574363
chr1,18574285,18574443
chr1,18574367,18574524
chr1,18574446,18574603
chr1,18574527,18574686
chr1,18574608,18574691
chr1,18574704,18574843
chr1,18574766,18574925
chr1,18574847,18575006
chr1,18574928,18575087
chr1,18575009,18575168
chr1,18575090,18575246
chr1,18575171,18575330
chr1,18575255,18575411
chr1,18575334,18575492
chr1,18575417,18575573
chr1,18575495,18575650
chr1,18575576,18575735
chr1,18575657,18575815
chr1,18575739,18575896
chr1,18575818,18575975
chr1,18575899,18576058
chr1,18575982,18576122
chr1,18576061,18576218
chr1,18576144,18576304
chr1,18576222,18576354
chr1,18576307,18576464
chr1,18576386,18576540
chr1,18576467,18576618
chr1,18576545,18576684
chr1,18576627,18576783
chr1,18576706,18576864
chr1,18576786,18576945
chr1,18576867,18577025
chr1,18576948,18577107
chr1,18577029,18577188
chr1,18577110,18577199
chr1,18577247,18577400
chr1,18577247,18577319
chr1,18577322,18577481
chr1,18577403,18577562
chr1,18577484,18577643
chr1,18577565,18577724
chr1,18577659,18577802
chr1,18577727,18577886
chr1,18577811,18577967
chr1,18577890,18578048
chr1,18577970,18578084
chr1,18578051,18578207
chr1,18578129,18578288
chr1,18578210,18578368
chr1,18578292,18578449
chr1,18578371,18578527
chr1,18578454,18578611
chr1,18578533,18578650
chr1,18578684,18578777
chr1,18578699,18578852
chr1,18578780,18578933
chr1,18578864,18578986
chr1,18578955,18578987
chr1,18579036,18579178
chr1,18579036,18579098
chr1,18579101,18579258
chr1,18579182,18579339
chr1,18579261,18579418
chr1,18579342,18579501
chr1,18579423,18579582
chr1,18579504,18579663
chr1,18579588,18579729
chr1,18579674,18579816
chr1,18579738,18579897
chr1,18579819,18579978
chr1,18579900,18580009
chr1,18580022,18580053
chr1,18580097,18580172
chr1,18580120,18580239
chr1,18580193,18580355
chr1,18580277,18580436
chr1,18580358,18580516
chr1,18580439,18580597
chr1,18580521,18580678
chr1,18580600,18580759
chr1,18580681,18580840
chr1,18580762,18580911
chr1,18580843,18580994
chr1,18580922,18581077
chr1,18580999,18581158
chr1,18581080,18581239
chr1,18581161,18581319
chr1,18581242,18581399
chr1,18581322,18581479
chr1,18581402,18581497
chr1,18581518,18581662
chr1,18581518,18581581
chr1,18581587,18581734
chr1,18581673,18581815
chr1,18581739,18581894
chr1,18581820,18581977
chr1,18581899,18582059
chr1,18581992,18582139
chr1,18582062,18582221
chr1,18582143,18582298
chr1,18582243,18582379
chr1,18582301,18582460
chr1,18582382,18582538
chr1,18582463,18582622
chr1,18582547,18582703
chr1,18582626,18582784
chr1,18582706,18582865
chr1,18582787,18582946
chr1,18582868,18583027
chr1,18582949,18583107
chr1,18583031,18583188
chr1,18583110,18583262
chr1,18583191,18583350
chr1,18583272,18583428
chr1,18583355,18583428
chr1,18583426,18583568
chr1,18583429,18583496
chr1,18583507,18583649
chr1,18583571,18583730
chr1,18583650,18583811
chr1,18583733,18583842
chr1,18583930,18584030
chr1,18583953,18584106
chr1,18584032,18584189
chr1,18584116,18584269
chr1,18584192,18584351
chr1,18584272,18584432
chr1,18584357,18584507
chr1,18584435,18584590
chr1,18584516,18584634
chr1,18584600,18584634
chr1,18599445,18599513
chr2,1159911,1159818
chr2,1159992,1159833
chr2,1160073,1159916
chr2,1160156,1159998
chr2,1160234,1160083
chr2,1160246,1160159
chr2,1160269,1160237
chr2,1160352,1160237
chr2,1160433,1160279
chr2,1160514,1160355
chr2,1160551,1160436
chr2,1160651,1160566
chr2,1160732,1160573
chr2,1160817,1160654
chr2,1160886,1160747
chr2,1160940,1160843
chr2,1161044,1160894
chr2,1161121,1160961
chr2,1161206,1161045
chr2,1161279,1161126
chr2,1161345,1161270
chr2,1161426,1161270
chr2,1161512,1161348
chr2,1161581,1161439
chr2,1161663,1161513
chr2,1161756,1161583
chr2,1161841,1161702
chr2,1161920,1161769
chr2,1162003,1161844
chr2,1162082,1161923
chr2,1162164,1162010
chr2,1162243,1162092
chr2,1162323,1162168
chr2,1162404,1162245
chr2,1162488,1162326
chr2,1162571,1162407
chr2,1162655,1162491
chr2,1162746,1162588
chr2,1162827,1162687
chr2,1162910,1162751
chr2,1162963,1162837
chr2,1163020,1162964
chr2,1163101,1162964
chr2,1163186,1163023
chr2,1163267,1163114
chr2,1163348,1163197
chr2,1163429,1163273
chr2,1163512,1163353
chr2,1163590,1163439
chr2,1163673,1163515
chr2,1163751,1163595
chr2,1163835,1163679
chr2,1163920,1163765
chr2,1164001,1163838
chr2,1164082,1163931
chr2,1164163,1164004
chr2,1164244,1164087
chr2,1164326,1164172
chr2,1164401,1164248
chr2,1164401,1164335
chr2,1164465,1164390
chr2,1164548,1164390
chr2,1164631,1164468
chr2,1164712,1164561
chr2,1164793,1164637
chr2,1164874,1164715
chr2,1164957,1164798
chr2,1165036,1164884
chr2,1165118,1164960
chr2,1165199,1165043
chr2,1165279,1165121
chr2,1165362,1165202
chr2,1165443,1165295
chr2,1165497,1165367
chr2,1165551,1165518
chr2,1165632,1165508
chr2,1165712,1165563
chr2,1165796,1165637
chr2,1165879,1165716
chr2,1165961,1165806
chr2,1166042,1165892
chr2,1166123,1165967
chr2,1166202,1166045
chr2,1166284,1166128
chr2,1166365,1166211
chr2,1166440,1166288
chr2,1166440,1166374
chr2,1166504,1166429
chr2,1166586,1166429
chr2,1166669,1166507
chr2,1166747,1166599
chr2,1166830,1166672
chr2,1166908,1166757
chr2,1166989,1166833
chr2,1167071,1166917
chr2,1167152,1166999
chr2,1167232,1167074
chr2,1167313,1167172
chr2,1167397,1167235
chr2,1167480,1167316
chr2,1167563,1167400
chr2,1167644,1167493
chr2,1167725,1167566
chr2,1167804,1167649
chr2,1167874,1167730
chr2,1167874,1167815
chr2,1167949,1167880
chr2,1168029,1167880
chr2,1168109,1167951
chr2,1168190,1168031
chr2,1168273,1168112
chr2,1168355,1168193
chr2,1168436,1168286
chr2,1168517,1168358
chr2,1168598,1168439
chr2,1168678,1168520
chr2,1168761,1168601
chr2,1168844,1168681
chr2,1168920,1168774
chr2,1169006,1168863
chr2,1169085,1168933
chr2,1169168,1169009
chr2,1169249,1169107
chr2,1169330,1169171
chr2,1169411,1169254
chr2,1169492,1169333
chr2,1169577,1169416
chr2,1169654,1169502
chr2,1169732,1169578
chr2,1169815,1169657
chr2,1169896,1169737
chr2,1169950,1169827
chr2,1169950,1169899
chr2,1172733,1172699
chr2,1172813,1172699
chr2,1172890,1172735
chr2,1172976,1172816
chr2,1173055,1172903
chr2,1173140,1172979
chr2,1173221,1173070
chr2,1173302,1173143
chr2,1173383,1173224
chr2,1173464,1173305
chr2,1173545,1173388
chr2,1173627,1173467
chr2,1173710,1173550
chr2,1173788,1173630
chr2,1173869,1173711
chr2,1173944,1173791
chr2,1174022,1173878
chr2,1174105,1173944
chr2,1174188,1174025
chr2,1174247,1174115
chr2,1174247,1174191
chr2,1174315,1174229
chr2,1174396,1174237
chr2,1174477,1174318
chr2,1174479,1174399
chr2,1174599,1174492
chr2,1174694,1174539
chr2,1174775,1174621
chr2,1174785,1174697
chr2,11617141,11617297
chr2,11617141,11617216
chr2,11617219,11617377
chr2,11617298,11617446
chr2,11617380,11617493
chr2,11622558,11622655
chr2,11622580,11622655
chr2,11622642,11622792
chr2,11622642,11622713
chr2,11622716,11622874
chr2,11622797,11622955
chr2,11622877,11623036
chr2,11622961,11623116
chr2,11623039,11623193
chr2,11623129,11623274
chr2,11623198,11623355
chr2,11623275,11623436
chr2,11623358,11623510
chr2,11623441,11623598
chr2,11623520,11623680
chr2,11623604,11623761
chr2,11623686,11623837
chr2,11623777,11623918
chr2,11623840,11623999
chr2,11623921,11624074
chr2,11624002,11624161
chr2,11624083,11624242
chr2,11624167,11624305
chr2,11624245,11624398
chr2,11624321,11624480
chr2,11624402,11624561
chr2,11624483,11624642
chr2,11624564,11624718
chr2,11624645,11624718
chr2,11624714,11624848
chr2,11624714,11624781
chr2,11624784,11624844
chr2,11624847,11624905
chr2,11624848,11624986
chr2,11624910,11625068
chr2,11624989,11625149
chr2,11625069,11625229
chr2,11625152,11625304
chr2,11625232,11625390
chr2,11625313,11625470
chr2,11625394,11625552
chr2,11625475,11625613
chr2,11625555,11625712
chr2,11625632,11625793
chr2,11625715,11625874
chr2,11625796,11625955
chr2,11625877,11626030
chr2,11625961,11626116
chr2,11626039,11626124
chr2,11626104,11626162
chr2,11626105,11626226
chr2,11626167,11626313
chr2,11626235,11626394
chr2,11626316,11626474
chr2,11626397,11626550
chr2,11626480,11626637
chr2,11626559,11626718
chr2,11626642,11626799
chr2,11626721,11626883
chr2,11626800,11626964
chr2,11626886,11627044
chr2,11626966,11627125
chr2,11627049,11627207
chr2,11627131,11627286
chr2,11627208,11627366
chr2,11627293,11627445
chr2,11627371,11627512
chr2,11627448,11627599
chr2,11627521,11627679
chr2,11627601,11627679
chr2,11629182,11629346
chr2,11629182,11629226
chr2,11629269,11629427
chr2,11629349,11629505
chr2,11629432,11629579
chr2,11629538,11629663
chr2,11629587,11629702
chr2,11629673,11629703
chr2,11629707,11629854
chr2,11629707,11629773
chr2,11629776,11629935
chr2,11629857,11629963
chr2,11629963,11630109
chr2,11629974,11630028
chr2,11630029,11630190
chr2,11630112,11630264
chr2,11630195,11630349
chr2,11630282,11630432
chr2,11630355,11630514
chr2,11630438,11630595
chr2,11630517,11630676
chr2,11630598,11630760
chr2,11630689,11630841
chr2,11630763,11630922
chr2,11630844,11630997
chr2,11630927,11631078
chr2,11631002,11631100
chr2,11631086,11631183
chr2,11631107,11631264
chr2,11631184,11631345
chr2,11631267,11631425
chr2,11631348,11631506
chr2,11631430,11631587
chr2,11631511,11631668
chr2,11631590,11631748
chr2,11631671,11631830
chr2,11631752,11631846
chr2,11631849,11631940
chr2,11631864,11632021
chr2,11631945,11632059
chr2,11632024,11632059
chr2,11632064,11632202
chr2,11632081,11632121
chr2,11632124,11632283
chr2,11632205,11632365
chr2,11632296,11632449
chr2,11632370,11632466
chr2,11632459,11632597
chr2,11632519,11632674
chr2,11632600,11632674
chr2,11632669,11632780
chr2,11632669,11632730
chr2,11632733,11632781
chr2,11632779,11632911
chr2,11632833,11632991
chr2,11632914,11633073
chr2,11632995,11633154
chr2,11633074,11633230
chr2,11633160,11633278
chr2,11633237,11633266
chr2,11633283,11633363
chr2,11633289,11633444
chr2,11633366,11633508
chr2,11633449,11633561
chr2,11633526,11633589
chr2,11633590,11633669
chr2,11633593,11633743
chr2,11633699,11633824
chr2,11633748,11633905
chr2,11633827,11633986
chr2,11633908,11634063
chr2,11633991,11634063
chr2,11634058,11634200
chr2,11634058,11634119
chr2,11634124,11634281
chr2,11634203,11634363
chr2,11634284,11634402
chr2,11634366,11634403
chr2,11634407,11634508
chr2,11634430,11634589
chr2,11634509,11634660
chr2,11634592,11634704
chr2,11634671,11634786
chr2,11634788,11634854
chr2,11634796,11634950
chr2,11634873,11635032
chr2,11634953,11635111
chr2,11635033,11635197
chr2,11635127,11635278
chr2,11635200,11635356
chr2,11635291,11635439
chr2,11635360,11635518
chr2,11635440,11635600
chr2,11635523,11635682
chr2,11635606,11635763
chr2,11635685,11635832
chr2,11635766,11635918
chr2,11635844,11636000
chr2,11635931,11636083
chr2,11636005,11636100
chr2,11636093,11636150
chr2,11636131,11636210
chr2,11636132,11636301
chr2,11636223,11636382
chr2,11636304,11636446
chr2,11636385,11636508
chr2,11636461,11636508
chr2,11636506,11636663
chr2,11636506,11636576
chr2,11636588,11636744
chr2,11636666,11636755
chr2,11636764,11636852
chr2,11636800,11636880
chr2,11636861,11637017
chr2,11636862,11636940
chr2,11636947,11637100
chr2,11637023,11637180
chr2,11637103,11637256
chr2,11637184,11637341
chr2,11637265,11637408
chr2,11637347,11637500
chr2,11637424,11637581
chr2,11637503,11637624
chr2,11637584,11637701
chr2,11637658,11637701
chr2,11637735,11637830
chr2,11637751,11637912
chr2,11637834,11637993
chr2,11637915,11638074
chr2,11637996,11638154
chr2,11638077,11638236
chr2,11638158,11638317
chr2,11638241,11638394
chr2,11638330,11638481
chr2,11638406,11638525
chr2,11638484,11638642
chr2,11638563,11638722
chr2,11638651,11638804
chr2,11638726,11638884
chr2,11638805,11638963
chr2,11638885,11639034
chr2,11638966,11639117
chr2,11639042,11639198
chr2,11639120,11639279
chr2,11639201,11639369
chr2,11639303,11639445
chr2,11639376,11639530
chr2,11639455,11639530
chr2,11639521,11639671
chr2,11639521,11639590
chr2,11639593,11639685
chr2,11639679,11639774
chr2,11639696,11639856
chr2,11639778,11639928
chr2,11639857,11640016
chr2,11639940,11640091
chr2,11640027,11640172
chr2,11640096,11640253
chr2,11640180,11640303
chr2,11640254,11640409
chr2,11640333,11640490
chr2,11640414,11640569
chr2,11640503,11640648
chr2,11640572,11640731
chr2,11640651,11640812
chr2,11640736,11640891
chr2,11640817,11640948
chr2,11640896,11641057
chr2,11640986,11641139
chr2,11641060,11641187
chr2,11641144,11641285
chr2,11641218,11641395
chr2,11641317,11641475
chr2,11641398,11641557
chr2,11641479,11641638
chr2,11641558,11641719
chr2,11641641,11641801
chr2,11641724,11641830
chr2,11641845,11641929
chr2,11641853,11642005
chr2,11641933,11642086
chr2,11642010,11642167
chr2,11642093,11642248
chr2,11642170,11642328
chr2,11642251,11642403
chr2,11642331,11642403
chr2,12116905,12116984
chr2,12116906,12117065
chr2,12116987,12117146
chr2,12117068,12117226
chr2,12117150,12117300
chr2,12117229,12117387
chr2,12117309,12117461
chr2,12117390,12117546
chr2,12117470,12117621
chr2,12117549,12117708
chr2,12117630,12117786
chr2,12117713,12117866
chr2,12117789,12117941
chr2,12117871,12118029
chr2,12117951,12118102
chr2,12118037,12118181
chr2,12118105,12118264
chr2,12118186,12118345
chr2,12118267,12118423
chr2,12118348,12118502
chr2,12118428,12118585
chr2,12118505,12118607
chr2,13087340,13087308
chr2,13087421,13087308
chr2,13087505,13087343
chr2,13087578,13087426
chr2,13087645,13087506
chr2,13087733,13087638
chr2,13087814,13087655
chr2,13087896,13087736
chr2,13087977,13087823
chr2,13088056,13087907
chr2,13088135,13087980
chr2,13088213,13088057
chr2,13088290,13088169
chr2,13088366,13088214
chr2,13088450,13088293
chr2,13088534,13088373
chr2,13088613,13088453
chr2,13088692,13088535
chr2,13088777,13088616
chr2,13088856,13088698
chr2,13088937,13088778
chr2,13089018,13088859
chr2,13089099,13088941
chr2,13089177,13089021
chr2,13089260,13089104
chr2,13089343,13089187
chr2,13089422,13089263
chr2,13089503,13089361
chr2,13089583,13089425
chr2,13089662,13089507
chr2,13089746,13089592
chr2,13089827,13089667
chr2,13089907,13089751
chr2,13089983,13089830
chr2,13090069,13089910
chr2,13090148,13089989
chr2,13090229,13090082
chr2,13090312,13090151
chr2,13090391,13090233
chr2,13090472,13090313
chr2,13090553,13090394
chr2,13090634,13090478
chr2,13090715,13090558
chr2,13090796,13090637
chr2,13090877,13090718
chr2,13090959,13090800
chr2,13091040,13090880
chr2,13091119,13090960
chr2,13091200,13091041
chr2,13091281,13091122
chr2,13091362,13091209
chr2,13091443,13091285
chr2,13091524,13091367
chr2,13091605,13091446
chr2,13091688,13091527
chr2,13091763,13091608
chr2,13091846,13091695
chr2,13091925,13091766
chr2,13092005,13091847
chr2,13092089,13091928
chr2,13092168,13092009
chr2,13092249,13092091
chr2,13092332,13092171
chr2,13092411,13092253
chr2,13092492,13092333
chr2,13092570,13092414
chr2,13092652,13092495
chr2,13092735,13092576
chr2,13092814,13092655
chr2,13092892,13092736
chr2,13092975,13092836
chr2,13093054,13092895
chr2,13093135,13092976
chr2,13093220,13093057
chr2,13093303,13093184
chr2,13093383,13093230
chr2,13093402,13093306
chr2,13093488,13093390
chr2,13093568,13093410
chr2,13093652,13093491
chr2,13093731,13093572
chr2,13093812,13093653
chr2,13093893,13093734
chr2,13093976,13093816
chr2,13094054,13093896
chr2,13094135,13094007
chr2,13094171,13094057
chr2,13094206,13094175
chr2,13094285,13094170
chr2,13094366,13094207
chr2,13094448,13094288
chr2,13094527,13094369
chr2,13094611,13094449
chr2,13094692,13094530
chr2,13094771,13094615
chr2,13094852,13094695
chr2,13094933,13094778
chr2,13095013,13094855
chr2,13095097,13094943
chr2,13095175,13095016
chr2,13095256,13095114
chr2,13095337,13095178
chr2,13095418,13095259
chr2,13095477,13095421
chr2,13095480,13095340
chr2,13095558,13095487
chr2,13095637,13095487
chr2,13095721,13095559
chr2,13095802,13095640
chr2,13095883,13095725
chr2,13095964,13095805
chr2,13096045,13095886
chr2,13096120,13095967
chr2,13096203,13096049
chr2,13096282,13096123
chr2,13096361,13096204
chr2,13096442,13096285
chr2,13096525,13096365
chr2,13096604,13096445
chr2,13096685,13096526
chr2,13096721,13096607
chr2,13096756,13096725
chr2,13096835,13096720
chr2,13096919,13096757
chr2,13097000,13096838
chr2,13097079,13096956
chr2,13097156,13097001
chr2,13097237,13097085
chr2,13097296,13097159
chr2,13097296,13097247
chr2,13097383,13097349
chr2,13097467,13097349
chr2,13097487,13097386
chr2,13097517,13097483
chr2,13097613,13097482
chr2,13097697,13097560
chr2,13097776,13097617
chr2,13097859,13097698
chr2,13097940,13097779
chr2,13098021,13097863
chr2,13098101,13097944
chr2,13098183,13098024
chr2,13098264,13098105
chr2,13098347,13098186
chr2,13098426,13098268
chr2,13098510,13098348
chr2,13098591,13098429
chr2,13098672,13098514
chr2,13098753,13098594
chr2,13098831,13098675
chr2,13098912,13098767
chr2,13098994,13098834
chr2,13099072,13098915
chr2,13099153,13098995
chr2,13099233,13099075
chr2,13099311,13099156
chr2,13099396,13099239
chr2,13099472,13099318
chr2,13099559,13099399
chr2,13099639,13099481
chr2,13099722,13099562
chr2,13099803,13099642
chr2,13099884,13099725
chr2,13099963,13099806
chr2,13100038,13099887
chr2,13100119,13100001
chr2,13100133,13100041
chr2,13100175,13100135
chr2,13100256,13100139
chr2,13100337,13100180
chr2,13100416,13100259
chr2,13100498,13100369
chr2,13100579,13100430
chr2,13100662,13100502
chr2,13100741,13100582
chr2,13100822,13100663
chr2,13100905,13100744
chr2,13100984,13100826
chr2,13101065,13100906
chr2,13101146,13100987
chr2,13101227,13101069
chr2,13101306,13101155
chr2,13101387,13101230
chr2,13101468,13101310
chr2,13101551,13101390
chr2,13101630,13101473
chr2,13101709,13101552
chr2,13101792,13101639
chr2,13101873,13101715
chr2,13101954,13101795
chr2,13102035,13101876
chr2,13102116,13101959
chr2,13102198,13102038
chr2,13102281,13102119
chr2,13102362,13102203
chr2,13102445,13102284
chr2,13102524,13102365
chr2,13102605,13102446
chr2,13102686,13102527
chr2,13102770,13102609
chr2,13102849,13102689
chr2,13102930,13102771
chr2,13102941,13102858
chr2,13102986,13102946
chr2,13103067,13102951
chr2,13103118,13102991
chr2,13103118,13103070
chr2,13103194,13103108
chr2,13103272,13103116
chr2,13103355,13103197
chr2,13103438,13103308
chr2,13103515,13103358
chr2,13103591,13103449
chr2,13103674,13103546
chr2,13103679,13103595
chr2,13103730,13103678
chr2,13103811,13103678
chr2,13103892,13103735
chr2,13103975,13103817
chr2,13104054,13103895
chr2,13104135,13103976
chr2,13104218,13104057
chr2,13104223,13104139
chr2,13104277,13104222
chr2,13104356,13104222
chr2,13104439,13104280
chr2,13104518,13104359
chr2,13104599,13104440
chr2,13104659,13104521
chr2,13104755,13104603
chr2,13104834,13104677
chr2,13104917,13104758
chr2,13104987,13104840
chr2,13105070,13104923
chr2,13105148,13104992
chr2,13105229,13105113
chr2,13105307,13105151
chr2,13105348,13105232
chr2,13105489,13105374
chr2,13105572,13105411
chr2,13105651,13105492
chr2,13105732,13105573
chr2,13105813,13105654
chr2,13105894,13105735
chr2,13105973,13105816
chr2,13106057,13105903
chr2,13106140,13105980
chr2,13106161,13106060
chr3,1886290,1886266
chr3,7718319,7718467
chr3,7718395,7718552
chr3,7718476,7718629
chr3,7718555,7718706
chr3,7718638,7718787
chr3,7718719,7718874
chr3,7718799,7718955
chr3,7718875,7719036
chr3,7718958,7719117
chr3,7719041,7719194
chr3,7719120,7719280
chr3,7719201,7719361
chr3,7719283,7719441
chr3,7719364,7719510
chr3,7719444,7719600
chr3,7719524,7719675
chr3,7719603,7719762
chr3,7719684,7719844
chr3,7719766,7719925
chr3,7719847,7719989
chr3,7719930,7720087
chr3,7720009,7720169
chr3,7720090,7720250
chr3,7720176,7720331
chr3,7720253,7720400
chr3,7720334,7720462
chr3,7720415,7720561
chr3,7720487,7720646
chr3,7720569,7720718
chr3,7720650,7720804
chr3,7720727,7720822
chr3,7721819,7721968
chr3,7721819,7721881
chr3,7721890,7722004
chr3,7721969,7722130
chr3,7722054,7722211
chr3,7722135,7722292
chr3,7722217,7722374
chr3,7722295,7722453
chr3,7722377,7722534
chr3,7722456,7722567
chr3,7722537,7722567
chr3,7724159,7724275
chr3,7724197,7724355
chr3,7724278,7724405
chr3,7724358,7724407
chr3,7724405,7724493
chr3,7724415,7724549
chr3,7724496,7724652
chr3,7724574,7724733
chr3,7724653,7724810
chr3,7724735,7724891
chr3,7724813,7724973
chr3,7724894,7725053
chr3,7724976,7725134
chr3,7725058,7725215
chr3,7725137,7725297
chr3,7725218,7725378
chr3,7725300,7725456
chr3,7725381,7725540
chr3,7725462,7725619
chr3,7725543,7725694
chr3,7725622,7725780
chr3,7725703,7725862
chr3,7725784,7725943
chr3,7725865,7726007
chr3,7725948,7726105
chr3,7726027,7726187
chr3,7726108,7726268
chr3,7726194,7726294
chr3,7726295,7726395
chr3,7726329,7726457
chr3,7726410,7726556
chr3,7726482,7726642
chr3,7726565,7726714
chr3,7726646,7726800
chr3,7726723,7726872
chr3,7726804,7726953
chr3,7726879,7727040
chr3,7726960,7727121
chr3,7727043,7727202
chr3,7727126,7727283
chr3,7727208,7727365
chr3,7727286,7727437
chr3,7727368,7727522
chr3,7727447,7727574
chr3,7727527,7727578
chr3,7727580,7727663
chr3,7727585,7727744
chr3,7727666,7727825
chr3,7727747,7727904
chr3,7727828,7727979
chr3,7727907,7728065
chr3,7727988,7728147
chr3,7728069,7728228
chr3,7728150,7728292
chr3,7728233,7728390
chr3,7728312,7728447
chr3,7728393,7728553
chr3,7728479,7728632
chr3,7728556,7728713
chr3,7728635,7728795
chr3,7728716,7728876
chr3,7728798,7728956
chr3,7728879,7729006
chr3,7728959,7729008
chr3,7729029,7729146
chr3,7729029,7729090
chr3,7729093,7729249
chr3,7729171,7729329
chr3,7729252,7729410
chr3,7729330,7729469
chr3,7729412,7729551
chr3,7729490,7729563
chr3,7729550,7729705
chr3,7729550,7729624
chr3,7729627,7729786
chr3,7729710,7729867
chr3,7729789,7729949
chr3,7729872,7730028
chr3,7729952,7730109
chr3,7730031,7730166
chr3,7730112,7730270
chr3,7730194,7730345
chr3,7730273,7730431
chr3,7730354,7730510
chr3,7730435,7730590
chr3,7730513,7730654
chr3,7730595,7730752
chr3,7730674,7730834
chr3,7730755,7730915
chr3,7730841,7730996
chr3,7730918,7731065
chr3,7730999,7731123
chr3,7731080,7731233
chr3,7731159,7731319
chr3,7731242,7731391
chr3,7731323,7731461
chr3,7731400,7731549
chr3,7731481,7731636
chr3,7731558,7731672
chr3,7731637,7731798
chr3,7731720,7731879
chr3,7731803,7731960
chr3,7731885,7732042
chr3,7731963,7732121
chr3,7732045,7732202
chr3,7732124,7732259
chr3,7732205,7732363
chr3,7732287,7732438
chr3,7732366,7732524
chr3,7732447,7732606
chr3,7732528,7732687
chr3,7732609,7732751
chr3,7732692,7732849
chr3,7732775,7732931
chr3,7732852,7733012
chr3,7732938,7733093
chr3,7733015,7733172
chr3,7733096,7733253
chr3,7733175,7733335
chr3,7733256,7733416
chr3,7733338,7733496
chr3,7733419,7733577
chr3,7733499,7733641
chr3,7733582,7733739
chr3,7733661,7733821
chr3,7733742,7733902
chr3,7733828,7733983
chr3,7733905,7734052
chr3,7733986,7734069
chr3,7743381,7743421
chr3,7743381,7743424
chr3,7743447,7743478
chr3,14601715,14601653
chr3,14601789,14601649
chr3,14601870,14601750
chr3,14601953,14601792
chr3,14602031,14601873
chr3,14602113,14601954
chr3,14602192,14602035
chr3,14602267,14602116
chr3,14602267,14602197
chr3,14602333,14602258
chr3,14602417,14602258
chr3,14602498,14602338
chr3,14602575,14602420
chr3,14602637,14602501
chr3,14602732,14602579
chr3,14602808,14602654
chr3,14602895,14602751
chr3,14602973,14602816
chr3,14603054,14602903
chr3,14603133,14602977
chr3,14603215,14603057
chr3,14603296,14603137
chr3,14603374,14603218
chr3,14603455,14603304
chr3,14603535,14603378
chr3,14603615,14603458
chr3,14603698,14603539
chr3,14603775,14603620
chr3,14603860,14603701
chr3,14603941,14603825
chr3,14603974,14603863
chr3,14604034,14603974
chr3,14604121,14603976
chr3,14604204,14604051
chr3,14604285,14604132
chr3,14604366,14604207
chr3,14604445,14604288
chr3,14604530,14604369
chr3,14604602,14604451
chr3,14604682,14604565
chr3,14604762,14604605
chr3,14604843,14604685
chr3,14604914,14604765
chr3,14604996,14604863
chr3,14605077,14604918
chr3,14605156,14604999
chr3,14605237,14605080
chr3,14605318,14605159
chr3,14605401,14605240
chr3,14605480,14605322
chr3,14605560,14605402
chr3,14605641,14605483
chr3,14605723,14605564
chr3,14605804,14605645
chr3,14605804,14605727
chr3,14605836,14605802
chr3,14605917,14605802
chr3,14605996,14605843
chr3,14606079,14605920
chr3,14606160,14606001
chr3,14606241,14606082
chr3,14606324,14606164
chr3,14606403,14606245
chr3,14606483,14606325
chr3,14606558,14606406
chr3,14606639,14606500
chr3,14606720,14606564
chr3,14606803,14606645
chr3,14606883,14606740
chr3,14606964,14606805
chr3,14607004,14606886
chr3,14607088,14607002
chr3,14607168,14607016
chr3,14607247,14607091
chr3,14607328,14607178
chr3,14607409,14607257
chr3,14607490,14607331
chr3,14607571,14607412
chr3,14607644,14607493
chr3,14607728,14607585
chr3,14607808,14607649
chr3,14607866,14607730
chr3,14607923,14607869
chr3,14608009,14607868
chr3,14608091,14607932
chr3,14608174,14608013
chr3,14608251,14608094
chr3,14608330,14608184
chr3,14608411,14608257
chr3,14608492,14608333
chr3,14608573,14608414
chr3,14608650,14608501
chr3,14608729,14608587
chr3,14608810,14608651
chr3,14608853,14608735
chr3,14608916,14608855
chr3,14608996,14608855
chr3,14609078,14608919
chr3,14609159,14609000
chr3,14609241,14609081
chr3,14609322,14609163
chr3,14609389,14609248
chr3,14609479,14609331
chr3,14609561,14609402
chr3,14609635,14609482
chr3,14609716,14609563
chr3,14609798,14609641
chr3,14609881,14609720
chr3,14609960,14609802
chr3,14610033,14609882
chr3,14610116,14609983
chr3,14610194,14610039
chr3,14610278,14610119
chr3,14610355,14610200
chr3,14610438,14610281
chr3,14610522,14610363
chr3,14610603,14610486
chr3,14610684,14610525
chr3,14610767,14610606
chr3,14610846,14610688
chr3,14610927,14610768
chr3,14611008,14610849
chr3,14611089,14610930
chr3,14611169,14611011
chr3,14611250,14611092
chr3,14611333,14611173
chr3,14611412,14611254
chr3,14611488,14611334
chr3,14611570,14611437
chr3,14611646,14611491
chr3,14611726,14611571
chr3,14611803,14611652
chr3,14611888,14611729
chr3,14611971,14611811
chr3,14612048,14611892
chr3,14612131,14611972
chr3,14612211,14612053
chr3,14612288,14612134
chr3,14612372,14612214
chr3,14612448,14612294
chr3,14612530,14612376
chr3,14612607,14612452
chr3,14612686,14612533
chr3,14612760,14612638
chr3,14612760,14612689
chr3,14612824,14612749
chr3,14612904,14612749
chr3,14612986,14612827
chr3,14613072,14612908
chr3,14613152,14612990
chr3,14613223,14613073
chr3,14613304,14613168
