"","Chromosome","Start","End"
"6410","chr8","15081738","15082371"
"6411","chr8","15089453","15096956"
"6412","chr8","15099145","15100850"
"6413","chr8","15103625","15109894"
"6414","chr8","15115149","15121501"
"6415","chr8","15127921","15131374"
"6416","chr8","15147586","15149680"
"6417","chr8","15152156","15155488"
"6418","chr8","15169898","15173610"
"6419","chr8","15175688","15178695"
"6420","chr8","15182800","15190464"
"6421","chr8","15192202","15195516"
"6422","chr8","15200582","15203421"
"6423","chr8","15209627","15219656"
"6424","chr8","15224733","15227463"
"6425","chr8","15232561","15240172"
"6426","chr8","15267886","15273934"
"6427","chr8","15275031","15276477"
"6428","chr8","15283314","15286384"
"6429","chr8","15330913","15334285"
"6430","chr8","15335900","15336820"
"6431","chr8","15338000","15339575"
"6432","chr8","15385860","15387696"
"6433","chr9","78","7854"
"6434","chr9","10528","16332"
"6435","chr9","18740","20376"
"6436","chr9","47708","48130"
"6437","chr9","48151","55462"
"6438","chr9","68764","72912"
"6439","chr9","89242","91666"
"6440","chr9","104423","105698"
"6441","chr9","107237","107671"
"6442","chr9","108561","112171"
"6443","chr9","123006","124854"
"6444","chr9","146172","147882"
"6445","chr9","157673","161862"
"6446","chr9","200616","202123"
"6447","chr9","215293","219589"
"6448","chr9","220770","222920"
"6449","chr9","223026","224209"
"6450","chr9","236731","240628"
"6451","chr9","251622","376635"
"6452","chr9","392724","392942"
"6453","chr9","396798","402657"
"6454","chr9","406161","406757"
"6455","chr9","407429","407665"
"6456","chr9","410398","414707"
"6457","chr9","430055","435133"
"6458","chr9","443554","446778"
"6459","chr9","451762","455266"
"6460","chr9","457516","462055"
"6461","chr9","462080","464337"
"6462","chr9","468615","472972"
"6463","chr9","527242","549071"
"6464","chr9","555691","557550"
"6465","chr9","571038","576433"
"6466","chr9","580572","581972"
"6467","chr9","596574","597586"
"6468","chr9","601868","610001"
"6469","chr9","629255","630280"
"6470","chr9","657019","658434"
"6471","chr9","671142","671564"
"6472","chr9","674267","678752"
"6473","chr9","683938","684702"
"6474","chr9","699562","701415"
"6475","chr9","706959","709960"
"6476","chr9","771991","774819"
"6477","chr9","793926","795015"
"6478","chr9","799057","803860"
"6479","chr9","825609","827504"
"6480","chr9","840845","842230"
"6481","chr9","923298","928781"
"6482","chr9","933304","933765"
"6483","chr9","938682","941231"
"6484","chr9","942418","946125"
"6485","chr9","954124","954551"
"6486","chr9","981203","981886"
"6487","chr9","1018834","1023690"
"6488","chr9","1036819","1039269"
"6489","chr9","1057732","1061854"
"6490","chr9","1067107","1071409"
"6491","chr9","1072673","1076029"
"6492","chr9","1110831","1111969"
"6493","chr9","1139695","1143510"
"6494","chr9","1146325","1151070"
"6495","chr9","1165004","1166888"
"6496","chr9","1187353","1188778"
"6497","chr9","1202456","1205580"
"6498","chr9","1206489","1207201"
"6499","chr9","1212466","1214536"
"6500","chr9","1223287","1225822"
"6501","chr9","1233815","1236306"
"6502","chr9","1237435","1240576"
"6503","chr9","1242364","1246116"
"6504","chr9","1252157","1259963"
"6505","chr9","1267957","1270876"
"6506","chr9","1277428","1278794"
"6507","chr9","1284053","1284574"
"6508","chr9","1285994","1288699"
"6509","chr9","1292258","1292779"
"6510","chr9","1303535","1307969"
"6511","chr9","1312135","1316300"
"6512","chr9","1320467","1321432"
"6513","chr9","1322174","1327525"
"6514","chr9","1334726","1335979"
"6515","chr9","1341080","1341412"
"6516","chr9","1347196","1350559"
"6517","chr9","1356891","1357310"
"6518","chr9","1397995","1400584"
"6519","chr9","1402460","1403770"
"6520","chr9","1405172","1405741"
"6521","chr9","1406990","1413132"
"6522","chr9","1416639","1418945"
"6523","chr9","1462755","1467826"
"6524","chr9","1486169","1487885"
"6525","chr9","1494581","1496733"
"6526","chr9","1511205","1514493"
"6527","chr9","1552695","1556285"
"6528","chr9","1624657","1634802"
"6529","chr9","1701811","1706509"
"6530","chr9","1707382","1709092"
"6531","chr9","1715808","1724206"
"6532","chr9","1725962","1741822"
"6533","chr9","1758158","1763905"
"6534","chr9","1783767","1787199"
"6535","chr9","1791113","1795844"
"6536","chr9","1804571","1813096"
"6537","chr9","1815716","1818061"
"6538","chr9","1839368","1839679"
"6539","chr9","1850583","1856487"
"6540","chr9","1925647","1939195"
"6541","chr9","1951709","1955232"
"6542","chr9","1970204","1972670"
"6543","chr9","1999243","2009155"
"6544","chr9","2033500","2035535"
"6545","chr9","2037722","2042391"
"6546","chr9","2053408","2061758"
"6547","chr9","2071427","2076892"
"6548","chr9","2079514","2084567"
"6549","chr9","2087853","2091637"
"6550","chr9","2099336","2103878"
"6551","chr9","2106934","2108584"
"6552","chr9","2112871","2116420"
"6553","chr9","2121325","2126268"
"6554","chr9","2157857","2159179"
"6555","chr9","2176618","2186636"
"6556","chr9","2189852","2193702"
"6557","chr9","2218410","2223296"
"6558","chr9","2229304","2230065"
"6559","chr9","2238831","2239807"
"6560","chr9","2279160","2284440"
"6561","chr9","2302843","2303451"
"6562","chr9","2314269","2319932"
"6563","chr9","2332171","2332551"
"6564","chr9","2344632","2351799"
"6565","chr9","2353489","2358874"
"6566","chr9","2368458","2369077"
"6567","chr9","2372333","2375622"
"6568","chr9","2378417","2380509"
"6569","chr9","2381375","2385740"
"6570","chr9","2387588","2390971"
"6571","chr9","2391429","2392193"
"6572","chr9","2393111","2394956"
"6573","chr9","2406367","2410044"
"6574","chr9","2411722","2413029"
"6575","chr9","2447243","2455267"
"6576","chr9","2458766","2462938"
"6577","chr9","2469948","2475881"
"6578","chr9","2486188","2487765"
"6579","chr9","2549946","2550581"
"6580","chr9","2553505","2558297"
"6581","chr9","2560973","2563486"
"6582","chr9","2565664","2571334"
"6583","chr9","2573681","2577459"
"6584","chr9","2587722","2592569"
"6585","chr9","2601477","2602325"
"6586","chr9","2616110","2616847"
"6587","chr9","2625983","2629718"
"6588","chr9","2630385","2631550"
"6589","chr9","2640758","2641132"
"6590","chr9","2665202","2669696"
"6591","chr9","2681847","2684447"
"6592","chr9","2689738","2695617"
"6593","chr9","2699714","2700436"
"6594","chr9","2714945","2716930"
"6595","chr9","2720194","2721123"
"6596","chr9","2724268","2724480"
"6597","chr9","2733743","2737818"
"6598","chr9","2741470","2743726"
"6599","chr9","2747982","2749766"
"6600","chr9","2758254","2760688"
"6601","chr9","2769911","2771521"
"6602","chr9","2771852","2772478"
"6603","chr9","2774068","2777804"
"6604","chr9","2780323","2783652"
"6605","chr9","2787294","2795421"
"6606","chr9","2802675","2808108"
"6607","chr9","2814987","2817810"
"6608","chr9","2826806","2829988"
"6609","chr9","2830455","2836822"
"6610","chr9","2837652","2840136"
"6611","chr9","2842737","2847911"
"6612","chr9","2851300","2855652"
"6613","chr9","2860794","2862037"
"6614","chr9","2864431","2865381"
"6615","chr9","2874602","2875326"
"6616","chr9","2881047","2884573"
"6617","chr9","2891870","2894288"
"6618","chr9","2898043","2905350"
"6619","chr9","2933756","2938619"
"6620","chr9","2940479","2944664"
"6621","chr9","2947232","2953729"
"6622","chr9","2964819","2972078"
"6623","chr9","2974025","2978651"
"6624","chr9","2993649","3000644"
"6625","chr9","3001881","3003875"
"6626","chr9","3011955","3015796"
"6627","chr9","3026041","3028310"
"6628","chr9","3056821","3065110"
"6629","chr9","3075624","3077225"
"6630","chr9","3110128","3111714"
"6631","chr9","3119489","3120958"
"6632","chr9","3183340","3187824"
"6633","chr9","3201200","3205959"
"6634","chr9","3207422","3209172"
"6635","chr9","3217831","3222366"
"6636","chr9","3223496","3227106"
"6637","chr9","3236597","3240542"
"6638","chr9","3241429","3242912"
"6639","chr9","3257245","3257799"
"6640","chr9","3270838","3272844"
"6641","chr9","3288980","3289403"
"6642","chr9","3290163","3292773"
"6643","chr9","3295599","3296358"
"6644","chr9","3297589","3299786"
"6645","chr9","3314463","3324824"
"6646","chr9","3325310","3329433"
"6647","chr9","3351345","3357005"
"6648","chr9","3357788","3359283"
"6649","chr9","3362696","3366354"
"6650","chr9","3393370","3394160"
"6651","chr9","3407022","3409144"
"6652","chr9","3411361","3414984"
"6653","chr9","3421196","3423693"
"6654","chr9","3430101","3431588"
"6655","chr9","3435896","3438492"
"6656","chr9","3465719","3468959"
"6657","chr9","3471340","3473251"
"6658","chr9","3488676","3491469"
"6659","chr9","3492062","3494695"
"6660","chr9","3530020","3534551"
"6661","chr9","3542345","3545030"
"6662","chr9","3555296","3558601"
"6663","chr9","3576309","3578756"
"6664","chr9","3580827","3583400"
"6665","chr9","3583453","3591234"
"6666","chr9","3592679","3593431"
"6667","chr9","3593766","3601132"
"6668","chr9","3604278","3609414"
"6669","chr9","3636219","3640853"
"6670","chr9","3647082","3648883"
"6671","chr9","3655404","3658797"
"6672","chr9","3664608","3666722"
"6673","chr9","3666809","3667018"
"6674","chr9","3667809","3676628"
"6675","chr9","3680567","3682988"
"6676","chr9","3686148","3688342"
"6677","chr9","3699841","3704017"
"6678","chr9","3709212","3716466"
"6679","chr9","3726557","3731459"
"6680","chr9","3735885","3738214"
"6681","chr9","3738717","3740387"
"6682","chr9","3773255","3776073"
"6683","chr9","3821491","3826412"
"6684","chr9","3826703","3838555"
"6685","chr9","3862481","3864887"
"6686","chr9","3866796","3872993"
"6687","chr9","3917183","3919616"
"6688","chr9","3923993","3924762"
"6689","chr9","3932254","3933038"
"6690","chr9","3960146","3960814"
"6691","chr9","3990991","3992132"
"6692","chr9","3996875","3997204"
"6693","chr9","4009871","4010783"
"6694","chr9","4021181","4025747"
"6695","chr9","4026756","4031041"
"6696","chr9","4047832","4052005"
"6697","chr9","4059288","4068580"
"6698","chr9","4076687","4078839"
"6699","chr9","4086813","4087949"
"6700","chr9","4091350","4097661"
"6701","chr9","4099353","4105693"
"6702","chr9","4118309","4122724"
"6703","chr9","4124305","4136005"
"6704","chr9","4157440","4159761"
"6705","chr9","4163390","4167110"
"6706","chr9","4202625","4205803"
"6707","chr9","4208868","4211738"
"6708","chr9","4221370","4222339"
"6709","chr9","4237064","4249595"
"6710","chr9","4282293","4286712"
"6711","chr9","4322055","4323395"
"6712","chr9","4332776","4333102"
"6713","chr9","4334739","4338747"
"6714","chr9","4355677","4358409"
"6715","chr9","4360054","4362462"
"6716","chr9","4367041","4371058"
"6717","chr9","4372611","4374177"
"6718","chr9","4396552","4400546"
"6719","chr9","4405167","4406693"
"6720","chr9","4417925","4423737"
"6721","chr9","4425413","4427090"
"6722","chr9","4427467","4429900"
"6723","chr9","4443543","4448483"
"6724","chr9","4466340","4468690"
"6725","chr9","4490569","4492618"
"6726","chr9","4501949","4503679"
"6727","chr9","4507092","4508149"
"6728","chr9","4512673","4517477"
"6729","chr9","4521941","4525506"
"6730","chr9","4531660","4539083"
"6731","chr9","4544886","4545185"
"6732","chr9","4550674","4551930"
"6733","chr9","4553322","4554212"
"6734","chr9","4556108","4556380"
"6735","chr9","4561146","4562333"
"6736","chr9","4564577","4565119"
"6737","chr9","4573374","4575269"
"6738","chr9","4586665","4601761"
"6739","chr9","4605441","4612365"
"6740","chr9","4623946","4626072"
"6741","chr9","4630963","4633465"
"6742","chr9","4635827","4638444"
"6743","chr9","4643545","4646389"
"6744","chr9","4654688","4656193"
"6745","chr9","4662989","4663873"
"6746","chr9","4663948","4664553"
"6747","chr9","4667660","4671904"
"6748","chr9","4686156","4691593"
"6749","chr9","4727732","4728025"
"6750","chr9","4734224","4742196"
"6751","chr9","4763905","4765516"
"6752","chr9","4772154","4776388"
"6753","chr9","4779668","4781803"
"6754","chr9","4787317","4789087"
"6755","chr9","4812087","4817589"
"6756","chr9","4820740","4824738"
"6757","chr9","4825733","4827820"
"6758","chr9","4831418","4836999"
"6759","chr9","4856188","4863829"
"6760","chr9","4889298","4890182"
"6761","chr9","4894965","4899289"
"6762","chr9","4904582","4914335"
"6763","chr9","4930910","4932259"
"6764","chr9","4935934","4943485"
"6765","chr9","4948819","4952013"
"6766","chr9","4957643","4960377"
"6767","chr9","4965090","4970852"
"6768","chr9","4973670","4975411"
"6769","chr9","5005746","5006970"
"6770","chr9","5021297","5022135"
"6771","chr9","5045836","5046287"
"6772","chr9","5081573","5088344"
"6773","chr9","5099268","5100559"
"6774","chr9","5100951","5105844"
"6775","chr9","5140149","5140802"
"6776","chr9","5149042","5150067"
"6777","chr9","5150390","5160847"
"6778","chr9","5161430","5163730"
"6779","chr9","5167611","5168374"
"6780","chr9","5172156","5174767"
"6781","chr9","5178771","5179667"
"6782","chr9","5197051","5204346"
"6783","chr9","5214757","5215440"
"6784","chr9","5228826","5229609"
"6785","chr9","5237090","5243628"
"6786","chr9","5244416","5245606"
"6787","chr9","5298504","5302947"
"6788","chr9","5305885","5308721"
"6789","chr9","5310997","5316023"
"6790","chr9","5318583","5325311"
"6791","chr9","5327486","5329260"
"6792","chr9","5331067","5333296"
"6793","chr9","5352688","5355277"
"6794","chr9","5367303","5372216"
"6795","chr9","5374689","5376682"
"6796","chr9","5378975","5382974"
"6797","chr9","5393811","5404507"
"6798","chr9","5409648","5420249"
"6799","chr9","5421550","5423209"
"6800","chr9","5429830","5433599"
"6801","chr9","5445243","5447846"
"6802","chr9","5486762","5488571"
"6803","chr9","5488635","5491177"
"6804","chr9","5493699","5498464"
"6805","chr9","5533654","5537019"
"6806","chr9","5574506","5576452"
"6807","chr9","5594353","5597283"
"6808","chr9","5627926","5632270"
"6809","chr9","5658488","5660244"
"6810","chr9","5689177","5691052"
"6811","chr9","5708305","5710776"
"6812","chr9","5784122","5784532"
"6813","chr9","5785192","5785752"
"6814","chr9","5786431","5786718"
"6815","chr9","5810470","5821078"
"6816","chr9","5832765","5834741"
"6817","chr9","5858266","5864344"
"6818","chr9","5869151","5871172"
"6819","chr9","5871535","5875559"
"6820","chr9","5882963","5884632"
"6821","chr9","5886588","5890019"
"6822","chr9","5892694","5894991"
"6823","chr9","5913643","5917917"
"6824","chr9","5955554","5959251"
"6825","chr9","5965086","5966110"
"6826","chr9","5967925","5970332"
"6827","chr9","5978447","5980162"
"6828","chr9","5988428","5988820"
"6829","chr9","5989704","5990593"
"6830","chr9","6005485","6005916"
"6831","chr9","6008622","6010105"
"6832","chr9","6014138","6015682"
"6833","chr9","6017254","6023011"
"6834","chr9","6027354","6028551"
"6835","chr9","6137866","6140596"
"6836","chr9","6156014","6174113"
"6837","chr9","6177719","6178469"
"6838","chr9","6181751","6182334"
"6839","chr9","6184307","6184846"
"6840","chr9","6192297","6192758"
"6841","chr9","6214126","6217362"
"6842","chr9","6220400","6228861"
"6843","chr9","6253454","6256030"
"6844","chr9","6262023","6262529"
"6845","chr9","6275821","6277274"
"6846","chr9","6284403","6287064"
"6847","chr9","6296583","6301241"
"6848","chr9","6304420","6309004"
"6849","chr9","6313224","6314461"
"6850","chr9","6318657","6322785"
"6851","chr9","6338653","6341015"
"6852","chr9","6368228","6372022"
"6853","chr9","6383998","6384909"
"6854","chr9","6403012","6404808"
"6855","chr9","6415958","6417492"
"6856","chr9","6441710","6443217"
"6857","chr9","6448086","6450807"
"6858","chr9","6455249","6459665"
"6859","chr9","6470794","6476525"
"6860","chr9","6509093","6509737"
"6861","chr9","6529724","6530702"
"6862","chr9","6545390","6547219"
"6863","chr9","6548557","6548900"
"6864","chr9","6559257","6561656"
"6865","chr9","6574254","6578320"
"6866","chr9","6608434","6610280"
"6867","chr9","6620014","6627272"
"6868","chr9","6651284","6654074"
"6869","chr9","6656311","6659405"
"6870","chr9","6662832","6665895"
"6871","chr9","6675279","6683053"
"6872","chr9","6690641","6694609"
"6873","chr9","6702788","6705741"
"6874","chr9","6727463","6732693"
"6875","chr9","6735157","6740639"
"6876","chr9","6751148","6756269"
"6877","chr9","6756658","6757219"
"6878","chr9","6792210","6796277"
"6879","chr9","6813728","6818645"
"6880","chr9","6825097","6827297"
"6881","chr9","6833122","6836569"
"6882","chr9","6847319","6850620"
"6883","chr9","6852369","6855200"
"6884","chr9","6858286","6865225"
"6885","chr9","6869297","6874055"
"6886","chr9","6885010","6891721"
"6887","chr9","6899666","6901904"
"6888","chr9","6911891","6924847"
"6889","chr9","6935452","6938787"
"6890","chr9","6945052","6949958"
"6891","chr9","6984674","6989237"
"6892","chr9","6989973","6991085"
"6893","chr9","6998538","6999746"
"6894","chr9","7002427","7010521"
"6895","chr9","7018078","7025624"
"6896","chr9","7030708","7036129"
"6897","chr9","7037780","7047980"
"6898","chr9","7061406","7068174"
"6899","chr9","7070837","7071400"
"6900","chr9","7075413","7076938"
"6901","chr9","7082566","7089164"
"6902","chr9","7089955","7091036"
"6903","chr9","7091584","7094237"
"6904","chr9","7095926","7100845"
"6905","chr9","7136538","7144206"
"6906","chr9","7149328","7152929"
"6907","chr9","7174619","7178343"
"6908","chr9","7188913","7189470"
"6909","chr9","7194132","7194368"
"6910","chr9","7196180","7202462"
"6911","chr9","7205673","7212617"
"6912","chr9","7215302","7217144"
"6913","chr9","7218267","7218473"
"6914","chr9","7226601","7231733"
"6915","chr9","7253113","7254300"
"6916","chr9","7257269","7259220"
"6917","chr9","7264817","7270814"
"6918","chr9","7272274","7275100"
"6919","chr9","7283312","7286215"
"6920","chr9","7294716","7295607"
"6921","chr9","7330459","7340293"
"6922","chr9","7340743","7345189"
"6923","chr9","7345734","7345967"
"6924","chr9","7377616","7379153"
"6925","chr9","7380996","7383177"
"6926","chr9","7386553","7391749"
"6927","chr9","7396729","7404671"
"6928","chr9","7412613","7416270"
"6929","chr9","7440219","7441303"
"6930","chr9","7442670","7445770"
"6931","chr9","7453374","7454310"
"6932","chr9","7459078","7460914"
"6933","chr9","7463810","7464757"
"6934","chr9","7465896","7466614"
"6935","chr9","7472695","7479997"
"6936","chr9","7480973","7484102"
"6937","chr9","7486167","7491262"
"6938","chr9","7495126","7496391"
"6939","chr9","7515611","7517279"
"6940","chr9","7517425","7517748"
"6941","chr9","7518478","7519501"
"6942","chr9","7542933","7544449"
"6943","chr9","7546211","7546630"
"6944","chr9","7547505","7550064"
"6945","chr9","7558965","7560669"
"6946","chr9","7562292","7563861"
"6947","chr9","7564695","7566500"
"6948","chr9","7570417","7570755"
"6949","chr9","7571525","7575009"
"6950","chr9","7575821","7579251"
"6951","chr9","7584806","7586382"
"6952","chr9","7606957","7608752"
"6953","chr9","7624982","7625399"
"6954","chr9","7626317","7630335"
"6955","chr9","7631249","7635903"
"6956","chr9","7641837","7643870"
"6957","chr9","7644970","7648493"
"6958","chr9","7648959","7651949"
"6959","chr9","7660186","7662814"
"6960","chr9","7665293","7666496"
"6961","chr9","7669063","7671924"
"6962","chr9","7672570","7674000"
"6963","chr9","7679116","7682649"
"6964","chr9","7684615","7691019"
"6965","chr9","7706427","7708424"
"6966","chr9","7710117","7713521"
"6967","chr9","7735501","7745715"
"6968","chr9","7750259","7759268"
"6969","chr9","7776987","7778321"
"6970","chr9","7793208","7794511"
"6971","chr9","7824193","7826780"
"6972","chr9","7828567","7831934"
"6973","chr9","7832600","7835502"
"6974","chr9","7837060","7838412"
"6975","chr9","7847063","7851312"
"6976","chr9","7854812","7857454"
"6977","chr9","7859071","7860777"
"6978","chr9","7869150","7872234"
"6979","chr9","7873634","7877352"
"6980","chr9","7886928","7889031"
"6981","chr9","7892029","7896816"
"6982","chr9","7914852","7918893"
"6983","chr9","7920972","7924706"
"6984","chr9","7926923","7929692"
"6985","chr9","7940522","7942799"
"6986","chr9","7966476","7966655"
"6987","chr9","7969593","7970954"
"6988","chr9","7985952","7987460"
"6989","chr9","8013272","8017462"
"6990","chr9","8038045","8038269"
"6991","chr9","8041817","8046724"
"6992","chr9","8047350","8047877"
"6993","chr9","8074390","8075699"
"6994","chr9","8082120","8082946"
"6995","chr9","8083417","8084063"
"6996","chr9","8095007","8098331"
"6997","chr9","8102468","8104873"
"6998","chr9","8106979","8107323"
"6999","chr9","8107397","8113251"
"7000","chr9","8122098","8126334"
"7001","chr9","8138523","8143863"
"7002","chr9","8154717","8160736"
"7003","chr9","8163547","8169727"
"7004","chr9","8196482","8201843"
"7005","chr9","8209941","8212275"
"7006","chr9","8212738","8214484"
"7007","chr9","8229570","8229954"
"7008","chr9","8234181","8235889"
"7009","chr9","8236872","8247191"
"7010","chr9","8253773","8254341"
"7011","chr9","8266657","8271477"
"7012","chr9","8272036","8276596"
"7013","chr9","8279422","8280423"
"7014","chr9","8284424","8285862"
"7015","chr9","8287353","8290629"
"7016","chr9","8300313","8308974"
"7017","chr9","8313435","8314519"
"7018","chr9","8343537","8347625"
"7019","chr9","8370108","8370657"
"7020","chr9","8391503","8393247"
"7021","chr9","8396872","8397686"
"7022","chr9","8435754","8436356"
"7023","chr9","8445003","8446297"
"7024","chr9","8453027","8456688"
"7025","chr9","8465563","8469691"
"7026","chr9","8472597","8474561"
"7027","chr9","8477386","8482402"
"7028","chr9","8521888","8522622"
"7029","chr9","8560904","8561278"
"7030","chr9","8591078","8591944"
"7031","chr9","8597158","8599313"
"7032","chr9","8663030","8664309"
"7033","chr9","8670725","8677745"
"7034","chr9","8682488","8694807"
"7035","chr9","8699589","8699978"
"7036","chr9","8703032","8704865"
"7037","chr9","8708921","8711669"
"7038","chr9","8713926","8715002"
"7039","chr9","8719570","8721672"
"7040","chr9","8735475","8737067"
"7041","chr9","8739155","8740183"
"7042","chr9","8745538","8748523"
"7043","chr9","8754180","8757685"
"7044","chr9","8759252","8761027"
"7045","chr9","8816776","8817963"
"7046","chr9","8844794","8845819"
"7047","chr9","8855488","8860839"
"7048","chr9","8861195","8861773"
"7049","chr9","8862636","8863427"
"7050","chr9","8880081","8881244"
"7051","chr9","8895432","8895863"
"7052","chr9","8909876","8911261"
"7053","chr9","8912651","8914728"
"7054","chr9","8932143","8934805"
"7055","chr9","8936312","8945744"
"7056","chr9","8955267","8977436"
"7057","chr9","8995906","9001031"
"7058","chr9","9002495","9003294"
"7059","chr9","9005526","9006400"
"7060","chr9","9027032","9034992"
"7061","chr9","9096756","9098376"
"7062","chr9","9102115","9144664"
"7063","chr9","9158308","9159690"
"7064","chr9","9303578","9309488"
"7065","chr9","9317318","9320696"
"7066","chr9","9321396","9323554"
"7067","chr9","9337238","9339556"
"7068","chr9","9344884","9350966"
"7069","chr9","9378903","9380256"
"7070","chr9","9400374","9401882"
"7071","chr9","9418210","9418614"
"7072","chr9","9421342","9423153"
"7073","chr9","9425543","9429340"
"7074","chr9","9430469","9442157"
"7075","chr9","9447717","9448697"
"7076","chr9","9452192","9456415"
"7077","chr9","9459433","9460710"
"7078","chr9","9464985","9468572"
"7079","chr9","9471053","9475127"
"7080","chr9","9476391","9477094"
"7081","chr9","9483078","9483389"
"7082","chr9","9511579","9512049"
"7083","chr9","9529137","9541143"
"7084","chr9","9545789","9548638"
"7085","chr9","9558563","9560322"
"7086","chr9","9562452","9567590"
"7087","chr9","9592835","9599383"
"7088","chr9","9601246","9602962"
"7089","chr9","9632521","9634058"
"7090","chr9","9647181","9650843"
"7091","chr9","9662897","9664598"
"7092","chr9","9677184","9678777"
"7093","chr9","9680052","9681592"
"7094","chr9","9682068","9684303"
"7095","chr9","9706238","9706885"
"7096","chr9","9719965","9723027"
"7097","chr9","9730207","9735527"
"7098","chr9","9737572","9740888"
"7099","chr9","9741492","9746579"
"7100","chr9","9759341","9764208"
"7101","chr9","9772679","9777348"
"7102","chr9","9784606","9858058"
"7103","chr9","9898725","9900084"
"7104","chr9","9907145","9909971"
"7105","chr9","9914927","9915994"
"7106","chr9","9923469","9928306"
"7107","chr9","9933640","9934810"
"7108","chr9","9999699","10002969"
"7109","chr9","10004169","10009617"
"7110","chr9","10012745","10014649"
"7111","chr9","10035379","10035609"
"7112","chr9","10059555","10061460"
"7113","chr9","10065788","10067056"
"7114","chr9","10069302","10072891"
"7115","chr9","10082310","10083644"
"7116","chr9","10084297","10089573"
"7117","chr9","10099859","10103539"
"7118","chr9","10104759","10109780"
"7119","chr9","10114414","10115989"
"7120","chr9","10148817","10154055"
"7121","chr9","10160992","10163687"
"7122","chr9","10166048","10166557"
"7123","chr9","10171574","10172605"
"7124","chr9","10174045","10178098"
"7125","chr9","10204616","10206820"
"7126","chr9","10230186","10232407"
"7127","chr9","10234536","10237323"
"7128","chr9","10240370","10246677"
"7129","chr9","10289379","10291225"
"7130","chr9","10294409","10294651"
"7131","chr9","10368354","10371347"
"7132","chr9","10383003","10387911"
"7133","chr9","10412562","10413102"
"7134","chr9","10415924","10421149"
"7135","chr9","10424967","10425810"
"7136","chr9","10427872","10431583"
"7137","chr9","10434415","10434930"
"7138","chr9","10442622","10443407"
"7139","chr9","10446643","10450270"
"7140","chr9","10465089","10467116"
"7141","chr9","10467701","10469884"
"7142","chr9","10482156","10486639"
"7143","chr9","10488021","10488957"
"7144","chr9","10489080","10489929"
"7145","chr9","10495859","10498505"
"7146","chr9","10508534","10514687"
"7147","chr9","10520116","10520565"
"7148","chr9","10524198","10526052"
"7149","chr9","10544482","10547348"
"7150","chr9","10548166","10549077"
"7151","chr9","10563723","10566910"
"7152","chr9","10568528","10571764"
"7153","chr9","10581309","10584839"
"7154","chr9","10590041","10592512"
"7155","chr9","10619525","10621159"
"7156","chr9","10624152","10625084"
"7157","chr9","10645223","10649210"
"7158","chr9","10664080","10666878"
"7159","chr9","10680679","10681572"
"7160","chr9","10682439","10685191"
"7161","chr9","10690237","10690584"
"7162","chr9","10695264","10696982"
"7163","chr9","10699424","10701535"
"7164","chr9","10718062","10721844"
"7165","chr9","10733015","10736346"
"7166","chr9","10737506","10738432"
"7167","chr9","10773568","10774222"
"7168","chr9","10775451","10778072"
"7169","chr9","10787821","10788579"
"7170","chr9","10814190","10827615"
"7171","chr9","10830044","10831000"
"7172","chr9","10844971","10846999"
"7173","chr9","10853701","10858860"
"7174","chr9","10876775","10882768"
"7175","chr9","10912256","10915460"
"7176","chr9","10936022","10940080"
"7177","chr9","10948064","10957369"
"7178","chr9","10963194","10965328"
"7179","chr9","10985862","10989105"
"7180","chr9","10997775","10998053"
"7181","chr9","11013567","11018244"
"7182","chr9","11024709","11030126"
"7183","chr9","11039484","11047406"
"7184","chr9","11053302","11065026"
"7185","chr9","11079893","11080105"
"7186","chr9","11093663","11093875"
"7187","chr9","11101254","11106202"
"7188","chr9","11112740","11116779"
"7189","chr9","11134736","11139672"
"7190","chr9","11141292","11142600"
"7191","chr9","11161194","11163723"
"7192","chr9","11187193","11191040"
"7193","chr9","11280064","11282751"
"7194","chr9","11286184","11301635"
"7195","chr9","11338486","11347104"
"7196","chr9","11365067","11370701"
"7197","chr9","11373696","11377565"
"7198","chr9","11395869","11400293"
"7199","chr9","11404297","11412425"
"7200","chr9","11419963","11426375"
"7201","chr9","11450591","11452584"
"7202","chr9","11454764","11458600"
"7203","chr9","11460781","11464552"
"7204","chr9","11500824","11502642"
"7205","chr9","11512684","11516870"
"7206","chr9","11527316","11533947"
"7207","chr9","11539163","11553812"
"7208","chr9","11567935","11569431"
"7209","chr9","11573842","11575789"
"7210","chr9","11584793","11585359"
"7211","chr9","11598220","11602013"
"7212","chr9","11608861","11610245"
"7213","chr9","11614223","11618932"
"7214","chr9","11621236","11625884"
"7215","chr9","11628477","11630796"
"7216","chr9","11647189","11650878"
"7217","chr9","11656004","11658540"
"7218","chr9","11660176","11666162"
"7219","chr9","11671059","11672394"
"7220","chr9","11676864","11677488"
"7221","chr9","11687457","11688073"
"7222","chr9","11692952","11693576"
"7223","chr9","11696264","11697121"
"7224","chr9","11705231","11707445"
"7225","chr9","11718164","11718884"
"7226","chr9","11747005","11753470"
"7227","chr9","11755572","11758054"
"7228","chr9","11769706","11774816"
"7229","chr9","11776056","11777697"
"7230","chr9","11781973","11785414"
"7231","chr9","11788712","11792262"
"7232","chr9","11792740","11799462"
"7233","chr9","11806590","11809826"
"7234","chr9","11811987","11815353"
"7235","chr9","11853297","11856488"
"7236","chr9","11857840","11859384"
"7237","chr9","11868205","11868576"
"7238","chr9","11890027","11890464"
