Chromosome,Start,End
chr11,12122584,12122419
chr11,12123505,12123339
chr11,12988071,12987909
chr11,12989303,12989142
chr11,12994687,12994526
chr11,13000831,13000670
chr11,13000998,13000839
chr11,13001705,13001539
chr11,13002607,13002456
chr11,13457981,13457815
chr11,887505,887599
chr11,1776522,1776682
chr11,1779697,1779863
chr11,1782940,1783107
chr11,1784348,1784513
chr11,1787138,1787277
chr11,1787768,1787935
chr11,1787916,1788079
chr11,3131884,3132029
chr11,3132296,3132462
chr11,3133048,3133227
chr11,3133633,3133800
chr11,3137323,3137507
chr11,4005495,4005669
chr11,4005712,4005878
chr11,4011940,4012107
chr11,4023349,4023517
chr11,4970042,4969877
chr11,5272186,5272360
chr11,5274239,5274405
chr11,5275547,5275706
chr11,5277259,5277414
chr11,5278468,5278626
chr11,5281461,5281627
chr11,5976331,5976513
chr11,6509355,6509522
chr11,6511502,6511669
chr11,6515932,6516093
chr11,6517125,6517312
chr11,7165634,7165467
chr11,7166336,7166166
chr11,7167266,7167152
chr11,7170132,7169958
chr11,7176522,7176356
chr11,7653731,7653565
chr11,7655551,7655406
chr11,7658186,7658020
chr11,8263845,8264010
chr11,8264374,8264513
chr11,8264733,8264899
chr11,8682413,8682285
chr11,8685019,8684891
chr11,8685064,8684931
chr11,8689165,8689000
chr11,8695251,8695085
chr11,12053719,12053588
chr11,12054056,12053889
chr11,12113324,12113157
chr11,12113422,12113261
chr11,12118926,12118759
chr11,12121290,12121125
chr11,12123633,12123465
chr11,12987800,12987634
chr11,12989019,12988885
chr11,12989841,12989678
chr11,12990902,12990734
chr11,12996432,12996269
chr11,12998453,12998290
chr11,13001068,13000895
chr11,13005189,13005347
chr11,14040382,14040542
chr11,1778705,1778884
chr11,1779976,1780156
chr11,1783228,1783380
chr11,1785911,1786068
chr11,1787329,1787471
chr11,3045269,3045436
chr11,3133823,3133990
chr11,3136955,3137122
chr11,3143706,3143624
chr11,4006472,4006604
chr11,4008051,4008222
chr11,4008920,4009084
chr11,4014092,4014257
chr11,4015551,4015746
chr11,4025975,4026142
chr11,4964184,4964031
chr11,4971287,4971120
chr11,5272613,5272770
chr11,5273594,5273735
chr11,5975306,5975483
chr11,5977110,5977278
chr11,6508105,6508262
chr11,6508949,6509116
chr11,6510407,6510548
chr11,6510985,6511169
chr11,6514291,6514444
chr11,6518281,6518449
chr11,6521455,6521622
chr11,7166563,7166398
chr11,7168753,7168610
chr11,7171234,7171091
chr11,7172943,7172810
chr11,7651360,7651269
chr11,8257707,8257874
chr11,8259109,8259276
chr11,8263545,8263712
chr11,8683928,8683801
chr11,8684153,8683970
chr11,8692457,8692294
chr11,12054136,12053972
chr11,12115218,12115050
chr11,12116030,12115861
chr11,12117182,12117013
chr11,12117483,12117307
chr11,12120177,12120008
chr11,12120598,12120431
chr11,12122017,12121850
chr11,12124320,12124153
chr11,12124930,12124763
chr11,12986368,12986206
chr11,12988325,12988163
chr11,12988534,12988367
chr11,12989180,12989043
chr11,12995243,12995080
chr11,12995678,12995521
chr11,12999262,12999101
chr11,13000375,13000208
chr11,13002727,13002561
chr11,13461123,13460956
chr11,14042881,14042706
chr11,14043644,14043483
chr11,1775174,1775339
chr11,1778601,1778727
chr11,1781112,1781279
chr11,1781677,1781842
chr11,1782110,1782269
chr11,1784645,1784798
chr11,1786720,1786876
chr11,1786933,1787074
chr11,1789032,1789153
chr11,3045223,3045331
chr11,3045500,3045675
chr11,3133656,3133812
chr11,3136163,3136313
chr11,4004635,4004784
chr11,4009015,4009180
chr11,4014217,4014372
chr11,4021151,4021331
chr11,4025266,4025443
chr11,4957852,4957728
chr11,4963659,4963473
chr11,5270865,5271030
chr11,5272147,5272305
chr11,5971539,5971708
chr11,5977403,5977567
chr11,5981617,5981793
chr11,5981688,5981787
chr11,6511209,6511377
chr11,6516745,6516834
chr11,6520407,6520564
chr11,7168718,7168547
chr11,7178375,7178263
chr11,7178828,7178660
chr11,7182451,7182580
chr11,7653360,7653194
chr11,7655225,7655107
chr11,7655657,7655499
chr11,8257726,8257895
chr11,8258378,8258544
chr11,8259935,8260069
chr11,8262937,8263102
chr11,8264633,8264793
chr11,8265327,8265494
chr11,8683516,8683334
chr11,8693854,8693700
chr11,12055522,12055334
chr11,12078454,12078289
chr11,12120704,12120546
chr11,12984305,12984173
chr11,12987526,12987365
chr11,12991631,12991477
chr11,12993641,12993509
chr11,12995762,12995597
chr11,12998643,12998479
chr11,12999185,12999024
chr11,13001744,13001582
chr11,13003616,13003758
chr11,14041879,14041760
chr11,14042768,14042589
chr11,14044266,14044106
chr11,886321,886481
chr11,886488,886654
chr11,1775578,1775744
chr11,1776047,1776211
chr11,1778050,1778213
chr11,1780072,1780225
chr11,1780848,1781009
chr11,1781779,1781942
chr11,1781920,1782055
chr11,1782984,1783147
chr11,1784097,1784263
chr11,1787958,1788122
chr11,3133718,3133886
chr11,3133760,3133928
chr11,3143769,3143623
chr11,4005753,4005920
chr11,4008347,4008520
chr11,4008795,4008960
chr11,4013421,4013589
chr11,4015423,4015591
chr11,4023205,4023390
chr11,4962787,4962666
chr11,4972428,4972270
chr11,5273143,5273321
chr11,5275807,5275973
chr11,5280353,5280518
chr11,5288244,5288345
chr11,6513540,6513706
chr11,6514251,6514417
chr11,6514750,6514909
chr11,6516683,6516834
chr11,6517984,6518155
chr11,6518366,6518532
chr11,7166207,7166041
chr11,7169593,7169430
chr11,7172408,7172242
chr11,7178658,7178492
chr11,7179104,7178933
chr11,7182167,7182323
chr11,7661544,7661358
chr11,8259340,8259491
chr11,8263906,8264032
chr11,8264549,8264700
chr11,8265090,8265245
chr11,8683659,8683495
chr11,8684602,8684497
chr11,8689520,8689372
chr11,8692229,8692061
chr11,8696569,8696436
chr11,8697388,8697227
chr11,10149010,10149176
chr11,12052097,12051946
chr11,12077564,12077468
chr11,12113176,12113013
chr11,12120722,12120558
chr11,12124109,12123943
chr11,12985977,12985815
chr11,12986142,12985978
chr11,12991996,12991830
chr11,12992966,12992798
chr11,12994275,12994111
chr11,12995408,12995244
chr11,13460071,13459905
chr11,13461039,13460873
chr11,14042990,14042813
chr11,886782,886971
chr11,886952,887110
chr11,1774757,1774920
chr11,1778301,1778449
chr11,1778932,1779095
chr11,1785075,1785239
chr11,1786043,1786193
chr11,1787659,1787829
chr11,3134744,3134899
chr11,3136842,3137017
chr11,4019639,4019807
chr11,4024420,4024593
chr11,4026546,4026634
chr11,4971511,4971346
chr11,4972222,4972071
chr11,5269654,5269782
chr11,5272298,5272472
chr11,5276671,5276837
chr11,5280267,5280431
chr11,5280478,5280636
chr11,5281607,5281775
chr11,5970646,5970823
chr11,5977020,5977171
chr11,5981646,5981799
chr11,6510486,6510651
chr11,6514419,6514579
chr11,6536198,6536362
chr11,7167151,7166987
chr11,7174802,7174637
chr11,7177194,7177042
chr11,7177734,7177572
chr11,7654934,7654809
chr11,8259895,8260063
chr11,8262982,8263124
chr11,8684462,8684299
chr11,8693593,8693433
chr11,8693922,8693762
chr11,8694833,8694673
chr11,12113837,12113675
chr11,12116447,12116283
chr11,12122858,12122688
chr11,12125097,12124952
chr11,12985563,12985400
chr11,12992925,12992759
chr11,12993532,12993371
chr11,12995078,12994918
chr11,12998954,12998790
chr11,13000448,13000292
chr11,13460774,13460643
chr11,1784603,1784753
chr11,3045223,3045352
chr11,3045339,3045499
chr11,3132779,3132942
chr11,3135281,3135389
chr11,3136782,3136947
chr11,3139239,3139405
chr11,4006125,4006281
chr11,4006241,4006404
chr11,4012409,4012578
chr11,4015129,4015296
chr11,4015629,4015787
chr11,4021499,4021634
chr11,4023276,4023431
chr11,4026177,4026334
chr11,5270789,5270966
chr11,5271493,5271654
chr11,5275945,5276097
chr11,5973313,5973478
chr11,5975419,5975576
chr11,5991328,5991493
chr11,6514559,6514726
chr11,6520510,6520691
chr11,6521623,6521788
chr11,7165034,7164857
chr11,7657119,7657034
chr11,8683482,8683317
chr11,8684597,8684462
chr11,8685886,8685736
chr11,8690022,8689870
chr11,8690876,8690715
chr11,8693551,8693391
chr11,8693719,8693549
chr11,8696171,8696006
chr11,12053949,12053783
chr11,12077197,12077029
chr11,12078310,12078141
chr11,12115343,12115158
chr11,12117162,12117027
chr11,12117689,12117524
chr11,12123357,12123257
chr11,12994170,12994007
chr11,12994896,12994730
chr11,12996115,12995950
chr11,12999387,12999207
chr11,13000126,12999968
chr11,13001358,13001189
chr11,13006132,13006289
chr11,13006706,13006869
chr11,14040983,14041159
chr11,887306,887477
chr11,1776852,1777019
chr11,1778153,1778335
chr11,1778689,1778804
chr11,1779469,1779635
chr11,1784556,1784722
chr11,1785641,1785805
chr11,1785766,1785930
chr11,1786455,1786614
chr11,1786683,1786843
chr11,1787054,1787213
chr11,3045416,3045583
chr11,3132031,3132190
chr11,3132840,3132990
chr11,3136739,3136906
chr11,3137239,3137396
chr11,3137260,3137412
chr11,3143938,3143751
chr11,4008730,4008898
chr11,4013442,4013606
chr11,4014805,4014978
chr11,4020138,4020270
chr11,4020645,4020815
chr11,4020755,4020940
chr11,4021214,4021382
chr11,4963038,4962871
chr11,4966750,4966634
chr11,4971140,4970950
chr11,4971636,4971472
chr11,5273625,5273793
chr11,5278343,5278507
chr11,5279355,5279512
chr11,5279856,5280023
chr11,5281162,5281327
chr11,5970499,5970666
chr11,5970562,5970714
chr11,5973605,5973766
chr11,5974895,5975051
chr11,5976247,5976399
chr11,5982043,5982202
chr11,5982424,5982585
chr11,5991409,5991543
chr11,6511975,6512122
chr11,6517077,6517229
chr11,6522099,6522263
chr11,7168303,7168130
chr11,7170087,7169916
chr11,7173585,7173417
chr11,7177989,7177829
chr11,7181936,7182103
chr11,7651352,7651225
chr11,7654125,7653957
chr11,7655521,7655359
chr11,8685861,8685709
chr11,8686356,8686189
chr11,12112467,12112300
chr11,12117804,12117697
chr11,12122104,12121937
chr11,12123103,12122962
chr11,12123209,12123046
chr11,12124215,12124048
chr11,12988598,12988466
chr11,12990111,12989929
chr11,12990402,12990235
chr11,12993698,12993541
chr11,12996993,12996826
chr11,12997752,12997590
chr11,12997775,12997613
chr11,13000768,13000605
chr11,13003003,13002854
chr11,13003410,13003243
chr11,13460934,13460750
chr11,14040564,14040731
chr11,14044413,14044246
chr11,886298,886449
chr11,1770676,1770843
chr11,1778463,1778622
chr11,1781671,1781821
chr11,1781717,1781881
chr11,3045231,3045369
chr11,3132985,3133149
chr11,3134911,3135034
chr11,4006262,4006426
chr11,4009525,4009614
chr11,4021429,4021541
chr11,4022546,4022706
chr11,4025597,4025780
chr11,4969782,4969674
chr11,4970927,4970769
chr11,5272737,5272896
chr11,5273912,5274077
chr11,5277331,5277498
chr11,5278194,5278359
chr11,5278256,5278415
chr11,5969773,5969937
chr11,5981760,5981937
chr11,5991344,5991452
chr11,6518200,6518365
chr11,7169939,7169768
chr11,7172261,7172096
chr11,7174953,7174825
chr11,7176501,7176335
chr11,8265705,8265839
chr11,8696506,8696338
chr11,12055676,12055563
chr11,12078289,12078120
chr11,12113204,12113052
chr11,12118627,12118460
chr11,12120638,12120474
chr11,12121314,12121145
chr11,12121307,12121165
chr11,12123111,12122957
chr11,12989190,12989046
chr11,12993518,12993349
chr11,13000477,13000315
chr11,13003536,13003372
chr11,13460829,13460706
chr11,13461184,13461020
chr11,14043603,14043450
chr11,886429,886590
chr11,1771279,1771410
chr11,1773050,1773189
chr11,1774584,1774752
chr11,1785870,1786028
chr11,1786293,1786452
chr11,1786971,1787127
chr11,1787557,1787730
chr11,1787597,1787766
chr11,3045402,3045562
chr11,3134516,3134680
chr11,3135430,3135555
chr11,3136284,3136439
chr11,3137279,3137444
chr11,4006282,4006412
chr11,4012305,4012483
chr11,4013065,4013231
chr11,4013236,4013399
chr11,4966633,4966532
chr11,5272063,5272227
chr11,5273531,5273709
chr11,5276100,5276267
chr11,5276124,5276271
chr11,5279565,5279744
chr11,5280797,5280933
chr11,6508991,6509148
chr11,6509054,6509212
chr11,6511670,6511836
chr11,6514270,6514436
chr11,6517907,6518071
chr11,6522243,6522368
chr11,7168485,7168326
chr11,7169108,7168945
chr11,7170636,7170521
chr11,7653585,7653419
chr11,8684601,8684491
chr11,8688410,8688299
chr11,8688958,8688791
chr11,8690779,8690588
chr11,8692270,8692127
chr11,12114153,12113985
chr11,12121809,12121644
chr11,12124389,12124238
chr11,12124428,12124258
chr11,12989388,12989220
chr11,12989983,12989821
chr11,12990441,12990277
chr11,12991830,12991661
chr11,12993970,12993804
chr11,12995657,12995493
chr11,13000019,12999904
chr11,13000270,13000106
chr11,13001828,13001664
chr11,13002874,13002707
chr11,14043114,14042946
chr11,1774503,1774667
chr11,1775257,1775399
chr11,1778840,1778967
chr11,1780532,1780697
chr11,3139552,3139712
chr11,4006450,4006610
chr11,4020076,4020207
chr11,4020157,4020325
chr11,4020327,4020484
chr11,4971764,4971596
chr11,5273890,5274039
chr11,5275206,5275378
chr11,5275591,5275766
chr11,5277118,5277286
chr11,5279259,5279417
chr11,5280287,5280453
chr11,5287657,5287782
chr11,5972598,5972722
chr11,6519702,6519864
chr11,7167285,7167173
chr11,7168859,7168695
chr11,7169066,7168904
chr11,7170246,7170088
chr11,7177173,7177006
chr11,7177575,7177444
chr11,7654309,7654145
chr11,8263671,8263837
chr11,8683294,8683123
chr11,8688706,8688537
chr11,8690398,8690237
chr11,12052951,12052806
chr11,12054436,12054266
chr11,12102761,12102596
chr11,12115239,12115113
chr11,12117609,12117440
chr11,12118799,12118628
chr11,12121540,12121377
chr11,12983057,12983159
chr11,12986790,12986622
chr11,12993266,12993106
chr11,12995192,12995060
chr11,12997878,12997721
chr11,12999327,12999166
chr11,14044231,14044064
chr11,886550,886710
chr11,1770712,1770884
chr11,1781448,1781604
chr11,1783566,1783718
chr11,1785724,1785910
chr11,3132446,3132588
chr11,4007838,4007977
chr11,4009126,4009317
chr11,4015507,4015667
chr11,4019212,4019338
chr11,4019360,4019534
chr11,4021726,4021834
chr11,4026400,4026562
chr11,4972487,4972348
chr11,5270463,5270640
chr11,5276861,5277012
chr11,5279022,5279169
chr11,5972783,5972892
chr11,5976725,5976878
chr11,6510951,6511105
chr11,6513938,6514103
chr11,6515300,6515434
chr11,6518629,6518778
chr11,6537236,6537406
chr11,7170638,7170539
chr11,7654935,7654787
chr11,7658672,7658495
chr11,8681668,8681553
chr11,12052648,12052508
chr11,12102595,12102466
chr11,12113241,12113114
chr11,12113816,12113654
chr11,12983987,12983820
chr11,12990942,12990777
chr11,12998968,12998829
chr11,13460390,13460264
chr11,14040108,14040197
chr11,14040623,14040752
chr11,14043296,14043134
chr11,14043668,14043493
chr11,886742,886908
chr11,887286,887463
chr11,1778029,1778178
chr11,1778823,1778990
chr11,1780199,1780368
chr11,1786823,1786990
chr11,3134765,3134930
chr11,3138074,3138231
chr11,3138248,3138403
chr11,3139529,3139662
chr11,4014201,4014363
chr11,4019785,4019919
chr11,4020100,4020262
chr11,4022358,4022524
chr11,4025913,4026079
chr11,4972121,4971951
chr11,5275281,5275461
chr11,5277436,5277611
chr11,5278134,5278296
chr11,5973542,5973694
chr11,5976068,5976224
chr11,5977712,5977857
chr11,5982185,5982338
chr11,6514083,6514250
chr11,6520902,6521057
chr11,6521249,6521411
chr11,6522116,6522301
chr11,7164486,7164353
chr11,7168343,7168177
chr11,7168569,7168407
chr11,7173667,7173500
chr11,7655762,7655595
chr11,8258800,8258962
chr11,8264048,8264207
chr11,8683142,8682975
chr11,8690119,8690023
chr11,8691634,8691471
chr11,8697747,8697611
chr11,12116780,12116614
chr11,12117523,12117391
chr11,12124488,12124321
chr11,12994961,12994795
chr11,12995183,12995046
chr11,13002953,13002788
chr11,13006668,13006832
chr11,13459861,13459704
chr11,13460092,13459925
chr11,14041800,14041668
chr11,1773034,1773146
chr11,1788873,1789027
chr11,3132173,3132337
chr11,4009198,4009357
chr11,4013377,4013546
chr11,4013842,4014009
chr11,4019808,4019964
chr11,4024906,4025080
chr11,5270759,5270905
chr11,5273183,5273342
chr11,5274509,5274657
chr11,5276325,5276440
chr11,5281267,5281439
chr11,5287587,5287733
chr11,5973626,5973808
chr11,5975327,5975504
chr11,5976799,5976954
chr11,6519746,6519906
chr11,6519787,6519947
chr11,6521144,6521308
chr11,6521359,6521516
chr11,7166311,7166152
chr11,7169999,7169835
chr11,7170316,7170155
chr11,7171382,7171197
chr11,7660910,7660796
chr11,8264083,8264248
chr11,8684318,8684157
chr11,8689370,8689265
chr11,8691736,8691576
chr11,12076821,12076728
chr11,12114599,12114429
chr11,12123568,12123404
chr11,12998133,12997989
chr11,12998786,12998624
chr11,13001088,13000962
chr11,14043387,14043217
chr11,886196,886384
chr11,1775109,1775267
chr11,1777441,1777602
chr11,1786153,1786333
chr11,3132652,3132818
chr11,3135692,3135828
chr11,4014280,4014448
chr11,4014981,4015147
chr11,4015170,4015338
chr11,4019631,4019741
chr11,4020546,4020707
chr11,5276331,5276499
chr11,5280141,5280307
chr11,5287616,5287796
chr11,5971767,5971932
chr11,7164662,7164464
chr11,7173804,7173689
chr11,7657454,7657330
chr11,7658795,7658653
chr11,7660774,7660673
chr11,8259973,8260071
chr11,8263422,8263575
chr11,8687387,8687223
chr11,12121185,12121084
chr11,12121890,12121724
chr11,12992512,12992346
chr11,12993888,12993722
chr11,12995906,12995775
chr11,12997301,12997142
chr11,13000050,12999886
chr11,886190,886298
chr11,933879,933791
chr11,1777903,1778067
chr11,1778523,1778688
chr11,3136420,3136590
chr11,4022608,4022765
chr11,4971470,4971309
chr11,4971490,4971335
chr11,5271364,5271469
chr11,5272103,5272269
chr11,5274719,5274876
chr11,5275260,5275419
chr11,5281075,5281169
chr11,5969792,5969960
chr11,5973837,5974018
chr11,5974932,5975093
chr11,5977464,5977628
chr11,5982466,5982627
chr11,6514230,6514396
chr11,6516860,6517012
chr11,6516915,6517038
chr11,6518073,6518240
chr11,7173086,7172919
chr11,7173479,7173303
chr11,8259501,8259654
chr11,8693039,8692864
chr11,12054830,12054666
chr11,12111982,12111816
chr11,12116613,12116448
chr11,12119409,12119238
chr11,12124137,12123986
chr11,12125245,12125098
chr11,12992758,12992598
chr11,12998123,12997963
chr11,13000312,13000151
chr11,13460850,13460686
chr11,14043707,14043548
chr11,887380,887550
chr11,1777236,1777378
chr11,1782783,1782940
chr11,1787130,1787256
chr11,3135429,3135586
chr11,3138837,3138945
chr11,4009400,4009564
chr11,4012981,4013147
chr11,4021587,4021712
chr11,4026181,4026354
chr11,7049934,7050067
chr11,7170172,7170000
chr11,7173328,7173192
chr11,7174381,7174194
chr11,8263041,8263208
chr11,8681626,8681465
chr11,8683615,8683467
chr11,8687422,8687262
chr11,8688389,8688205
chr11,8688712,8688562
chr11,8689465,8689305
chr11,10149058,10149178
chr11,12114851,12114696
chr11,12116114,12115955
chr11,12116944,12116778
chr11,12123226,12123088
chr11,12988891,12988736
chr11,12991316,12991141
chr11,12993823,12993657
chr11,12998162,12997999
chr11,14040104,14040218
chr11,14041340,14041171
chr11,887423,887590
chr11,1774082,1774234
chr11,3136631,3136758
chr11,4012850,4013040
chr11,4013292,4013461
chr11,4020524,4020686
chr11,4021727,4021854
chr11,4024700,4024862
chr11,4029765,4029847
chr11,4957812,4957729
chr11,5280822,5281013
chr11,5969541,5969729
chr11,5976885,5977038
chr11,5979367,5979474
chr11,6518493,6518652
chr11,6518855,6518967
chr11,7172662,7172474
chr11,7174953,7174866
chr11,7178094,7177927
chr11,7653398,7653235
chr11,7653997,7653817
chr11,8257643,8257811
chr11,8258504,8258671
chr11,8681932,8681791
chr11,8688062,8687895
chr11,8693537,8693370
chr11,12116646,12116489
chr11,12119114,12118945
chr11,12119191,12119007
chr11,12988050,12987899
chr11,12991390,12991219
chr11,13001077,13000917
chr11,13006603,13006749
chr11,13006689,13006853
chr11,14039895,14039807
chr11,1777733,1777902
chr11,1779168,1779300
chr11,1779878,1780030
chr11,1779975,1780113
chr11,1781091,1781221
chr11,1781402,1781530
chr11,3143841,3143728
chr11,4024784,4024946
chr11,5272043,5272205
chr11,5276914,5277090
chr11,5279628,5279748
chr11,5976005,5976145
chr11,6513999,6514163
chr11,6516764,6516893
chr11,6518346,6518511
chr11,7164442,7164342
chr11,7169876,7169705
chr11,7176313,7176228
chr11,7178552,7178423
chr11,8262851,8263012
chr11,8681444,8681349
chr11,8681673,8681528
chr11,8683781,8683620
chr11,8684895,8684785
chr11,8686091,8685976
chr11,8688279,8688142
chr11,8695987,8695823
chr11,8697155,8696991
chr11,10150078,10150214
chr11,12078641,12078539
chr11,12117052,12116882
chr11,12120474,12120315
chr11,12988638,12988473
chr11,12988774,12988612
chr11,12994119,12993986
chr11,12995193,12995049
chr11,12996618,12996456
chr11,12997571,12997406
chr11,14043470,14043305
chr11,1771238,1771389
chr11,1774561,1774727
chr11,1778668,1778792
chr11,1781028,1781193
chr11,1781108,1781229
chr11,1787335,1787451
chr11,3135566,3135676
chr11,4004974,4005138
chr11,4021191,4021351
chr11,5274178,5274343
chr11,5973744,5973917
chr11,5979357,5979474
chr11,6515545,6515699
chr11,6515826,6516009
chr11,6518534,6518692
chr11,6536188,6536293
chr11,7168694,7168529
chr11,7654514,7654329
chr11,8683782,8683639
chr11,12102738,12102575
chr11,12116091,12115941
chr11,12117655,12117483
chr11,12121621,12121493
chr11,12993105,12992977
chr11,14041433,14041349
chr11,1770536,1770696
chr11,1783001,1783169
chr11,3045655,3045743
chr11,3138927,3139081
chr11,4026294,4026463
chr11,5269888,5270055
chr11,5271442,5271591
chr11,5969248,5969408
chr11,5977298,5977445
chr11,5981536,5981636
chr11,5982202,5982399
chr11,5982279,5982465
chr11,6521665,6521823
chr11,6521726,6521887
chr11,7169852,7169685
chr11,7176837,7176679
chr11,7658473,7658310
chr11,8257636,8257780
chr11,8695552,8695393
chr11,12053426,12053264
chr11,12125245,12125077
chr11,12985356,12985192
chr11,12992263,12992103
chr11,13005728,13005891
chr11,13457920,13457752
chr11,13460707,13460540
chr11,13461500,13461333
chr11,14043447,14043283
chr11,1778256,1778420
chr11,1782803,1782961
chr11,1787191,1787315
chr11,4018836,4019011
chr11,4019871,4020035
chr11,4022195,4022347
chr11,4965314,4965210
chr11,5274015,5274175
chr11,5279766,5279908
chr11,5971153,5971340
chr11,5974205,5974371
chr11,5982062,5982227
chr11,7661252,7661152
chr11,8683949,8683797
chr11,8687663,8687498
chr11,8695231,8695142
chr11,12119279,12119140
chr11,12119734,12119573
chr11,12984104,12983994
chr11,12988712,12988561
chr11,12988733,12988577
chr11,12988838,12988706
chr11,12992302,12992139
chr11,12994979,12994814
chr11,13006649,13006812
chr11,13460393,13460228
chr11,13460557,13460391
chr11,14041750,14041598
chr11,1770572,1770704
chr11,1775252,1775360
chr11,1784535,1784701
chr11,1788665,1788830
chr11,3139487,3139655
chr11,3144207,3144084
chr11,5281841,5281929
chr11,6519765,6519909
chr11,7177849,7177698
chr11,7661458,7661295
chr11,8685096,8684997
chr11,8692024,8691884
chr11,12077564,12077427
chr11,14040259,14040458
chr11,1778647,1778804
chr11,3137144,3137322
chr11,4019339,4019491
chr11,4962727,4962649
chr11,4971973,4971808
chr11,5271515,5271660
chr11,5972012,5972181
chr11,5973704,5973877
chr11,5975527,5975692
chr11,5977297,5977424
chr11,5977758,5977856
chr11,6537321,6537450
chr11,8258355,8258524
chr11,8682289,8682179
chr11,8695526,8695352
chr11,10150050,10150139
chr11,12103417,12103309
chr11,12122364,12122231
chr11,12984108,12984010
chr11,12988796,12988639
chr11,4005795,4005928
chr11,4019547,4019658
chr11,5273690,5273855
chr11,5274962,5275121
chr11,5276244,5276371
chr11,5280498,5280682
chr11,6521839,6521950
chr11,6521983,6522115
chr11,7172727,7172569
chr11,7653419,7653257
chr11,7653894,7653733
chr11,8690338,8690252
chr11,8691239,8691073
chr11,8696455,8696277
chr11,12077723,12077638
chr11,12096444,12096336
chr11,12115006,12114832
chr11,12121765,12121602
chr11,12983312,12983225
chr11,12985956,12985794
chr11,12990069,12989885
chr11,12991239,12991072
chr11,12991473,12991354
chr11,12996589,12996433
chr11,13004177,13004309
chr11,13461149,13460998
chr11,1773041,1773198
chr11,1782032,1782195
chr11,3137365,3137527
chr11,4022568,4022714
chr11,4026564,4026641
chr11,4029430,4029512
chr11,4969981,4969823
chr11,5269663,5269720
chr11,5272340,5272508
chr11,5272790,5272980
chr11,5277697,5277867
chr11,5279419,5279585
chr11,5975377,5975538
chr11,6516473,6516640
chr11,7181287,7181349
chr11,7654101,7653939
chr11,7655144,7655012
chr11,8692799,8692630
chr11,12077765,12077638
chr11,12114134,12113964
chr11,13003616,13003495
chr11,13006855,13006939
chr11,14041867,14041759
chr11,1777334,1777503
chr11,1778456,1778572
chr11,1784013,1784179
chr11,3045676,3045749
chr11,3131872,3131963
chr11,3135863,3136009
chr11,3138698,3138860
chr11,3139590,3139750
chr11,4021875,4022026
chr11,4969960,4969803
chr11,5272452,5272612
chr11,5273363,5273502
chr11,5287713,5287890
chr11,5972617,5972722
chr11,6509129,6509273
chr11,6515540,6515636
chr11,7660614,7660460
chr11,8263350,8263522
chr11,8681441,8681377
chr11,8689937,8689860
chr11,8694297,8694136
chr11,12052496,12052367
chr11,12990213,12990050
chr11,12994110,12993975
chr11,12999058,12998902
chr11,12999079,12998913
chr11,886164,886255
chr11,1781652,1781779
chr11,1788686,1788850
chr11,4011909,4011980
chr11,4018751,4018876
chr11,4018951,4019136
chr11,4020667,4020836
chr11,4958182,4958080
chr11,4966614,4966524
chr11,5281383,5281563
chr11,5971994,5972161
chr11,7174235,7174153
chr11,7177819,7177652
chr11,7657723,7657571
chr11,7661583,7661481
chr11,8695098,8694960
chr11,13001209,13001025
chr11,14040106,14039980
chr11,1778097,1778235
chr11,1780241,1780379
chr11,3139633,3139757
chr11,4006245,4006385
chr11,4015874,4015975
chr11,4020430,4020586
chr11,4972491,4972359
chr11,5971688,5971845
chr11,5974834,5974979
chr11,6517616,6517776
chr11,8259954,8260048
chr11,8263104,8263284
chr11,12111563,12111479
chr11,14041959,14041802
chr11,1775317,1775453
chr11,3046797,3046888
chr11,3135905,3136083
chr11,3139212,3139321
chr11,4012198,4012367
chr11,4019953,4020098
chr11,5276350,5276519
chr11,5287670,5287838
chr11,5979840,5979941
chr11,7164811,7164641
chr11,7169474,7169314
chr11,8681217,8681262
chr11,8681753,8681793
chr11,8692186,8692055
chr11,8696704,8696529
chr11,12121417,12121249
chr11,12125076,12124890
chr11,12986019,12985924
chr11,13005226,13005353
chr11,1770297,1770369
chr11,1789041,1789155
chr11,5971298,5971488
chr11,5974233,5974389
chr11,5977081,5977257
chr11,6516914,6517068
chr11,8257583,8257706
chr11,12997815,12997654
chr11,13460775,13460621
chr11,14041053,14041142
chr11,14041417,14041232
chr11,1780971,1781129
chr11,3045603,3045743
chr11,3134107,3134221
chr11,4005244,4005396
chr11,4005371,4005557
chr11,5274835,5274996
chr11,5274899,5275054
chr11,5969236,5969330
chr11,5969244,5969333
chr11,8693879,8693721
chr11,13004112,13004257
chr11,14041240,14041160
chr11,14041938,14041781
chr11,3131901,3132050
chr11,3133354,3133531
chr11,3134495,3134647
chr11,4004279,4004350
chr11,4005774,4005942
chr11,4018728,4018833
chr11,4970394,4970236
chr11,5271197,5271389
chr11,7660982,7660818
chr11,8681974,8681843
chr11,8688140,8687980
chr11,12078163,12077972
chr11,12990174,12990037
chr11,12991089,12990922
chr11,3046661,3046756
chr11,4965315,4965252
chr11,5273837,5273992
chr11,5969521,5969687
chr11,5974246,5974410
chr11,5974309,5974464
chr11,5974608,5974770
chr11,6536188,6536280
chr11,8687619,8687476
chr11,12997056,12996892
chr11,3045600,3045738
chr11,4014678,4014846
chr11,13461668,13461568
chr11,14041257,14041164
chr11,14044835,14044731
chr11,1781052,1781212
chr11,4026080,4026240
chr11,5272382,5272540
