Chromosome,ChromStart,ChromEnd,Band,Stain
LG10,18218033.9651922,18218123.9651922,M31488,M31488
LG10,18702514.8075834,18702604.8075834,M9018,M9018
LG10,19838555.525835,19838645.525835,M27024,M27024
LG10,20240335.9992448,20240425.9992448,M19553,M19553
LG10,20698035.9406214,20698125.9406214,M10659,M10659
LG10,21299368.1947374,21299458.1947374,M40424,M40424
LG10,22217494.002213,22217584.002213,M32042,M32042
LG10,22568077.7281664,22568167.7281664,M494,M494
LG10,22869337.687788,22869427.687788,M20991,M20991
LG10,23344431.7458752,23344521.7458752,M25921,M25921
LG10,23556973.8662164,23557063.8662164,M34181,M34181
LG10,24238223.870218,24238313.870218,M11170,M11170
LG10,26113143.5734804,26113233.5734804,M37808,M37808
LG10,26452443.4817116,26452533.4817116,M968,M968
LG10,26829305.3324768,26829395.3324768,M16141,M16141
LG11,0,90,M2599,M2599
LG11,370368.974314428,370458.974314428,M38978,M38978
LG11,685079.511664674,685169.511664674,M12957,M12957
LG11,891520.611728796,891610.611728796,M37056,M37056
LG11,1374439.67175572,1374529.67175572,M43339,M43339
LG11,1937051.73694712,1937141.73694712,M44471,M44471
LG11,2295114.15537952,2295204.15537952,M3957,M3957
LG11,3217445.43861252,3217535.43861252,M13499,M13499
LG11,3624394.62846418,3624484.62846418,M3043,M3043
LG11,4030982.01227354,4031072.01227354,M27990,M27990
LG11,4532358.95101712,4532448.95101712,M1436,M1436
LG11,5445076.29438766,5445166.29438766,M10718,M10718
LG11,5781945.2678542,5782035.2678542,M19361,M19361
LG11,6576850.07756086,6576940.07756086,M11595,M11595
LG11,7335097.44415038,7335187.44415038,M43982,M43982
LG11,8366778.55731656,8366868.55731656,M2487,M2487
LG11,8751083.65044844,8751173.65044844,M551,M551
LG11,9319139.51332854,9319229.51332854,M22078,M22078
LG11,9710494.9685697,9710584.9685697,M29723,M29723
LG11,11346496.3315225,11346586.3315225,M11428,M11428
LG11,12419031.3423769,12419121.3423769,M20628,M20628
LG11,12807319.6050824,12807409.6050824,M44084,M44084
LG11,13395953.0573628,13396043.0573628,M28000,M28000
LG11,13995413.0637631,13995503.0637631,M21320,M21320
LG11,17260656.036976,17260746.036976,M21079,M21079
LG11,18883776.8299679,18883866.8299679,M39924,M39924
LG11,19519480.4174947,19519570.4174947,M9179,M9179
LG11,19945338.5179485,19945428.5179485,M2585,M2585
LG11,20521193.7874342,20521283.7874342,M36419,M36419
LG11,20808938.4694788,20809028.4694788,M12866,M12866
LG11,21252348.6999458,21252438.6999458,M31268,M31268
LG11,21861774.1680246,21861864.1680246,M25623,M25623
LG11,22638149.9512234,22638239.9512234,M35269,M35269
LG11,23407071.8311802,23407161.8311802,M19027,M19027
LG11,24146243.274526,24146333.274526,M13623,M13623
LG11,24805800.2153662,24805890.2153662,M18401,M18401
LG11,25192821.1398216,25192911.1398216,M22570,M22570
LG11,26309066.592264,26309156.592264,M5474,M5474
LG11,27682974.4915888,27683064.4915888,M40014,M40014
LG11,28192976.2300016,28193066.2300016,M14027,M14027
LG11,28365431.8348884,28365521.8348884,M16589,M16589
LG11,28724078.8559404,28724168.8559404,M30246,M30246
LG11,30009283.662981,30009373.662981,M28459,M28459
LG11,30187587.9749168,30187677.9749168,M36783,M36783
LG11,32009313.451086,32009403.451086,M32676,M32676
LG11,32563581.44447,32563671.44447,M27888,M27888
LG11,32979803.5875228,32979893.5875228,M39789,M39789
LG11,34926531.7905956,34926621.7905956,M11715,M11715
LG11,35622701.5869402,35622791.5869402,M18888,M18888
LG11,36444172.1297696,36444262.1297696,M45219,M45219
LG11,37113818.051286,37113908.051286,M29833,M29833
LG12,0,90,M15644,M15644
LG12,443024.363093476,443114.363093476,M39401,M39401
LG12,1127231.43253743,1127321.43253743,M1684,M1684
LG12,2157503.38622616,2157593.38622616,M22567,M22567
LG12,3820676.49510082,3820766.49510082,M14356,M14356
LG12,4813897.9543672,4813987.9543672,M11771,M11771
LG12,5246416.42218284,5246506.42218284,M29602,M29602
LG12,7171109.11793944,7171199.11793944,M28485,M28485
LG12,8087838.8971327,8087928.8971327,M5354,M5354
LG12,10218022.3299089,10218112.3299089,M29349,M29349
LG12,10680717.3780251,10680807.3780251,M10332,M10332
LG12,11113057.0147962,11113147.0147962,M25308,M25308
LG12,11283740.0172527,11283830.0172527,M32970,M32970
LG12,11659520.5658642,11659610.5658642,M12549,M12549
LG12,12282253.5581826,12282343.5581826,M31732,M31732
LG12,13657890.6687566,13657980.6687566,M36232,M36232
LG12,13964072.1199097,13964162.1199097,M10207,M10207
LG12,14243595.77372,14243685.77372,M16373,M16373
LG12,15319773.1964099,15319863.1964099,M41555,M41555
LG12,15921558.1239443,15921648.1239443,M40114,M40114
LG12,16266453.3156138,16266543.3156138,M21672,M21672
LG12,16547676.7289637,16547766.7289637,M13504,M13504
LG12,16988815.8236649,16988905.8236649,M30039,M30039
LG12,17915477.6426732,17915567.6426732,M14240,M14240
LG12,18554164.613773,18554254.613773,M6764,M6764
LG12,19049146.4464567,19049236.4464567,M19647,M19647
LG12,19374810.1249249,19374900.1249249,M33590,M33590
LG12,19736565.8796516,19736655.8796516,M45702,M45702
LG12,20096418.9347032,20096508.9347032,M37584,M37584
LG12,20864714.424767,20864804.424767,M10119,M10119
LG12,21773400.179751,21773490.179751,M33328,M33328
LG12,22716521.8845614,22716611.8845614,M1665,M1665
LG12,23209839.0283042,23209929.0283042,M37747,M37747
LG12,23489108.8345274,23489198.8345274,M45348,M45348
LG12,23812029.8318144,23812119.8318144,M34607,M34607
LG12,24224345.0488962,24224435.0488962,M3536,M3536
LG12,25075247.3054246,25075337.3054246,M38872,M38872
LG12,25475095.5241464,25475185.5241464,M3442,M3442
LG12,25703906.982832,25703996.982832,M4687,M4687
LG12,26412608.5586974,26412698.5586974,M19969,M19969
LG12,27067412.2670212,27067502.2670212,M38333,M38333
LG12,27534088.412866,27534178.412866,M24851,M24851
LG12,29105876.5078814,29105966.5078814,M552,M552
LG12,29689941.5827634,29690031.5827634,M45086,M45086
LG12,30058097.1333834,30058187.1333834,M19866,M19866
LG12,31043765.464683,31043855.464683,M43310,M43310
LG12,31369725.4062304,31369815.4062304,M7790,M7790
LG12,32034814.803833,32034904.803833,M11929,M11929
LG12,33183132.4157834,33183222.4157834,M26466,M26466
LG12,34828129.8733964,34828219.8733964,M32615,M32615
LG12,35989041.9078768,35989131.9078768,M33507,M33507
LG12,36483300.9789096,36483390.9789096,M34557,M34557
LG12,37060579.74151,37060669.74151,M28183,M28183
LG13,0,90,M34343,M34343
LG13,1124649.00018235,1124739.00018235,M4002,M4002
LG13,2001302.71424198,2001392.71424198,M40649,M40649
LG13,2944196.85188846,2944286.85188846,M14664,M14664
LG13,3793774.16304132,3793864.16304132,M12512,M12512
LG13,4437349.58207336,4437439.58207336,M37837,M37837
LG13,4742874.3988187,4742964.3988187,M23134,M23134
LG13,4924205.1807541,4924295.1807541,M13825,M13825
LG13,5791072.66222068,5791162.66222068,M6635,M6635
LG13,7616802.8393673,7616892.8393673,M12129,M12129
LG13,8034409.01602494,8034499.01602494,M34363,M34363
LG13,10125513.1037441,10125603.1037441,M679,M679
LG13,10488640.025405,10488730.025405,M17048,M17048
LG13,11166860.651677,11166950.651677,M7990,M7990
LG13,11642675.1026528,11642765.1026528,M33218,M33218
LG13,11895834.85627,11895924.85627,M11723,M11723
LG13,12735970.1697051,12736060.1697051,M37953,M37953
LG13,12886801.3390716,12886891.3390716,M1708,M1708
LG13,14537239.4160996,14537329.4160996,M32423,M32423
LG13,14666750.7134321,14666840.7134321,M5226,M5226
LG13,16297238.2960465,16297328.2960465,M10644,M10644
LG13,16734421.2471836,16734511.2471836,M1227,M1227
LG13,17078059.4130054,17078149.4130054,M3438,M3438
LG13,17390945.4831853,17391035.4831853,M20566,M20566
LG13,17737498.095672,17737588.095672,M16467,M16467
LG13,18049156.5954329,18049246.5954329,M17240,M17240
LG13,18165367.2751296,18165457.2751296,M38081,M38081
LG13,18342491.5628325,18342581.5628325,M19439,M19439
LG13,18411476.4955084,18411566.4955084,M41274,M41274
LG13,20012953.5704362,20013043.5704362,M21812,M21812
LG13,20253400.925608,20253490.925608,M42682,M42682
LG14,0,90,M6403,M6403
LG14,607748.262680364,607838.262680364,M30905,M30905
LG14,964029.693017862,964119.693017862,M4917,M4917
LG14,1746970.03211628,1747060.03211628,M35239,M35239
LG14,2234647.81560706,2234737.81560706,M29191,M29191
LG14,2461824.37778744,2461914.37778744,M24267,M24267
LG14,2688591.55193356,2688681.55193356,M35714,M35714
LG14,2918114.33868468,2918204.33868468,M44219,M44219
LG14,3906362.43300878,3906452.43300878,M23881,M23881
LG14,4183223.94388824,4183313.94388824,M30291,M30291
LG14,4346000.33157862,4346090.33157862,M25977,M25977
LG14,4505999.38800134,4506089.38800134,M822,M822
LG14,4866519.4153682,4866609.4153682,M8519,M8519
LG14,6837900.523899,6837990.523899,M29123,M29123
LG14,7352822.29024224,7352912.29024224,M2519,M2519
LG14,8193744.7919298,8193834.7919298,M34356,M34356
LG14,10731880.3902563,10731970.3902563,M28790,M28790
LG14,11795941.5084805,11796031.5084805,M41749,M41749
LG14,12227027.0903682,12227117.0903682,M16495,M16495
LG14,12899146.3349684,12899236.3349684,M17738,M17738
LG14,14599671.2281196,14599761.2281196,M41250,M41250
LG14,14865087.1850686,14865177.1850686,M3759,M3759
LG14,15188067.345397,15188157.345397,M28319,M28319
LG14,15611293.8769241,15611383.8769241,M40427,M40427
LG14,16135221.7955298,16135311.7955298,M15592,M15592
LG14,17743554.4544361,17743644.4544361,M10732,M10732
LG14,18907865.2359503,18907955.2359503,M41457,M41457
LG14,19407466.6596549,19407556.6596549,M42671,M42671
LG14,20354683.980517,20354773.980517,M18248,M18248
LG14,21335820.4775902,21335910.4775902,M17076,M17076
LG14,22099444.333262,22099534.333262,M684,M684
LG14,23976211.2772726,23976301.2772726,M23190,M23190
LG14,24729409.1720742,24729499.1720742,M949,M949
LG14,25301397.0544372,25301487.0544372,M45094,M45094
LG14,26607543.8334048,26607633.8334048,M45383,M45383
LG14,28453175.9570614,28453265.9570614,M41022,M41022
LG14,28907610.0457196,28907700.0457196,M14825,M14825
LG14,29459700.5459352,29459790.5459352,M8717,M8717
LG14,29953911.5465738,29954001.5465738,M29072,M29072
LG14,30333470.9664642,30333560.9664642,M30669,M30669
LG14,30826781.8975056,30826871.8975056,M20213,M20213
LG14,32018113.7457252,32018203.7457252,M39575,M39575
LG14,32202246.6518806,32202336.6518806,M39325,M39325
LG14,32449329.0782938,32449419.0782938,M2589,M2589
LG14,32613721.1886172,32613811.1886172,M36778,M36778
LG15,0,90,M34638,M34638
LG15,1150832.77935818,1150922.77935818,M26490,M26490
LG15,1583541.18712067,1583631.18712067,M18960,M18960
LG15,2213059.94367564,2213149.94367564,M26106,M26106
LG15,3847385.2333802,3847475.2333802,M7381,M7381
LG15,4054913.18448086,4055003.18448086,M39771,M39771
LG15,6517925.38533224,6518015.38533224,M30490,M30490
LG15,7306574.37862728,7306664.37862728,M45375,M45375
LG15,9342546.46053192,9342636.46053192,M23061,M23061
LG15,9831695.57425202,9831785.57425202,M18237,M18237
LG15,10444787.6627521,10444877.6627521,M1377,M1377
LG15,10854517.4572941,10854607.4572941,M2636,M2636
LG15,10994467.8497063,10994557.8497063,M18318,M18318
LG15,11516324.6604224,11516414.6604224,M22905,M22905
LG15,13967806.2615663,13967896.2615663,M1321,M1321
LG15,14685997.8362785,14686087.8362785,M30940,M30940
LG15,15254682.3813829,15254772.3813829,M29286,M29286
LG15,15419746.6737017,15419836.6737017,M16827,M16827
LG15,15675957.8555718,15676047.8555718,M25250,M25250
LG15,16480929.2294235,16481019.2294235,M33696,M33696
LG15,16742783.8968487,16742873.8968487,M29935,M29935
LG15,17124908.4164662,17124998.4164662,M7863,M7863
LG15,18006290.1924735,18006380.1924735,M37104,M37104
LG15,18418293.4892164,18418383.4892164,M36640,M36640
LG15,18940001.6534374,18940091.6534374,M13144,M13144
LG15,19327723.7813098,19327813.7813098,M1055,M1055
LG15,19748341.5331752,19748431.5331752,M40771,M40771
LG15,20209381.0095626,20209471.0095626,M18523,M18523
LG15,21080782.0343148,21080872.0343148,M26901,M26901
LG15,21838337.4882266,21838427.4882266,M1843,M1843
LG15,23062617.4011704,23062707.4011704,M16856,M16856
LG15,23406616.0714846,23406706.0714846,M18683,M18683
LG15,26741466.6983718,26741556.6983718,M31646,M31646
LG15,27263221.7337824,27263311.7337824,M38919,M38919
LG15,27845943.146672,27846033.146672,M24513,M24513
LG15,29744764.3525066,29744854.3525066,M37202,M37202
LG15,30144025.307459,30144115.307459,M40912,M40912
LG15,31751290.7966332,31751380.7966332,M22157,M22157
LG15,33006953.5916302,33007043.5916302,M12758,M12758
LG15,33862460.1615724,33862550.1615724,M45753,M45753
LG15,34461095.654848,34461185.654848,M33519,M33519
LG15,34949142.2223468,34949232.2223468,M15568,M15568
LG15,35703412.838462,35703502.838462,M30105,M30105
LG15,36066482.7382494,36066572.7382494,M6892,M6892
LG15,36221973.6962484,36222063.6962484,M696,M696
LG15,36701390.6226946,36701480.6226946,M34075,M34075
LG16,0,90,M38130,M38130
LG16,432359.440804274,432449.440804274,M741,M741
LG16,1642247.36910646,1642337.36910646,M9482,M9482
LG16,2177059.52678094,2177149.52678094,M1425,M1425
LG16,3104466.16463916,3104556.16463916,M12647,M12647
LG16,4470653.51386918,4470743.51386918,M24947,M24947
LG16,4890779.94535474,4890869.94535474,M1130,M1130
LG16,5820500.16584424,5820590.16584424,M12780,M12780
LG16,7036576.38677514,7036666.38677514,M38263,M38263
LG16,7429588.85809756,7429678.85809756,M7270,M7270
LG16,9754847.42819338,9754937.42819338,M11704,M11704
LG16,9874344.40369394,9874434.40369394,M4499,M4499
LG16,10260584.3283687,10260674.3283687,M1369,M1369
LG16,11466977.6426558,11467067.6426558,M1654,M1654
LG16,11592370.5647209,11592460.5647209,M37978,M37978
LG16,12749521.4387219,12749611.4387219,M20182,M20182
LG16,12887796.4736554,12887886.4736554,M40778,M40778
LG16,13386085.140928,13386175.140928,M26016,M26016
LG16,13595517.9748592,13595607.9748592,M29893,M29893
LG16,13837975.8786595,13838065.8786595,M2369,M2369
LG16,14001016.2881156,14001106.2881156,M13810,M13810
LG16,14486483.9302037,14486573.9302037,M33565,M33565
LG16,15406946.8146158,15407036.8146158,M29424,M29424
LG16,15711365.8746809,15711455.8746809,M29367,M29367
LG16,16280037.4516509,16280127.4516509,M12433,M12433
LG16,17051668.1647357,17051758.1647357,M41971,M41971
LG16,17602768.925614,17602858.925614,M27820,M27820
LG16,17822415.8557214,17822505.8557214,M32868,M32868
LG16,19201299.831694,19201389.831694,M22964,M22964
LG16,19503934.7130265,19504024.7130265,M2791,M2791
LG16,19641569.8331124,19641659.8331124,M11169,M11169
LG16,19751860.5049171,19751950.5049171,M29891,M29891
LG16,20666249.1688078,20666339.1688078,M11759,M11759
LG16,22004580.1240816,22004670.1240816,M10984,M10984
LG16,22291886.7187216,22291976.7187216,M32685,M32685
LG16,23453139.0311922,23453229.0311922,M23086,M23086
LG16,24197814.2298876,24197904.2298876,M9704,M9704
LG16,24647292.8929128,24647382.8929128,M32585,M32585
LG16,25082022.6088054,25082112.6088054,M30973,M30973
LG16,25560688.3451186,25560778.3451186,M35412,M35412
LG16,25839638.0963364,25839728.0963364,M17202,M17202
LG16,26698430.4892668,26698520.4892668,M35429,M35429
LG16,27354768.1661248,27354858.1661248,M13999,M13999
LG16,27553870.166404,27553960.166404,M7463,M7463
LG16,27840515.9268858,27840605.9268858,M28473,M28473
LG16,28992855.1415926,28992945.1415926,M43716,M43716
LG16,29526834.4423466,29526924.4423466,M38996,M38996
LG16,29672808.9107042,29672898.9107042,M17315,M17315
LG16,32532404.1787932,32532494.1787932,M14788,M14788
LG16,38138690.8474062,38138780.8474062,M45356,M45356
LG17,0,90,M9993,M9993
LG17,358601.787938052,358691.787938052,M15647,M15647
LG17,743171.02117646,743261.02117646,M4417,M4417
LG17,962623.197133606,962713.197133606,M2630,M2630
LG17,1193967.10085002,1194057.10085002,M17784,M17784
LG17,1390689.68574184,1390779.68574184,M24499,M24499
LG17,1796075.08733691,1796165.08733691,M2611,M2611
LG17,2175856.56287314,2175946.56287314,M17466,M17466
LG17,2429160.26139062,2429250.26139062,M17701,M17701
LG17,2642548.85442958,2642638.85442958,M44492,M44492
LG17,3017987.5618869,3018077.5618869,M37835,M37835
LG17,3258363.77374834,3258453.77374834,M4918,M4918
LG17,3614786.47460998,3614876.47460998,M14456,M14456
LG17,4437635.67830916,4437725.67830916,M2339,M2339
LG17,4891631.67935192,4891721.67935192,M17693,M17693
LG17,5046915.1667541,5047005.1667541,M38316,M38316
LG17,5613880.25729054,5613970.25729054,M28965,M28965
LG17,6218366.91309788,6218456.91309788,M4705,M4705
LG17,8485685.89446402,8485775.89446402,M43736,M43736
LG17,8849486.857061,8849576.857061,M17625,M17625
LG17,9134804.61385112,9134894.61385112,M39018,M39018
LG17,9642154.38935172,9642244.38935172,M17245,M17245
LG17,11064438.26815,11064528.26815,M45542,M45542
LG17,11967366.993625,11967456.993625,M14198,M14198
LG17,13113724.741849,13113814.741849,M2975,M2975
LG17,13714575.6710952,13714665.6710952,M45310,M45310
LG17,16008386.2381881,16008476.2381881,M27920,M27920
LG17,16453512.698856,16453602.698856,M18982,M18982
LG17,16929849.3645507,16929939.3645507,M6478,M6478
LG17,17376280.6137715,17376370.6137715,M39689,M39689
LG17,18022435.6368317,18022525.6368317,M5828,M5828
LG17,18438189.6431251,18438279.6431251,M42843,M42843
LG17,18921704.1872443,18921794.1872443,M9569,M9569
LG17,19772213.4509527,19772303.4509527,M14937,M14937
LG17,19921448.57763,19921538.57763,M7371,M7371
LG17,20171153.9262648,20171243.9262648,M28130,M28130
LG17,20483064.5459066,20483154.5459066,M43393,M43393
LG17,20916639.9129076,20916729.9129076,M35716,M35716
LG17,21322504.1528686,21322594.1528686,M35254,M35254
LG17,21634522.1923444,21634612.1923444,M18305,M18305
LG17,21979970.9575918,21980060.9575918,M12722,M12722
LG17,22207481.8901186,22207571.8901186,M14563,M14563
LG17,22376620.4392042,22376710.4392042,M41441,M41441
LG17,22656285.054092,22656375.054092,M13820,M13820
LG17,23008463.2194066,23008553.2194066,M17323,M17323
LG17,23619112.9316784,23619202.9316784,M18638,M18638
LG17,24207105.3247546,24207195.3247546,M12171,M12171
LG17,24603184.8139662,24603274.8139662,M14347,M14347
LG17,25347981.1325392,25348071.1325392,M39777,M39777
LG17,25878517.2700888,25878607.2700888,M16294,M16294
LG17,26086465.9426562,26086555.9426562,M19475,M19475
LG17,26487084.0464168,26487174.0464168,M40961,M40961
LG17,26928774.4129824,26928864.4129824,M34477,M34477
LG17,27375691.918968,27375781.918968,M19117,M19117
LG17,27635303.6289896,27635393.6289896,M41751,M41751
LG17,28180506.1484678,28180596.1484678,M41168,M41168
LG17,29468290.8642892,29468380.8642892,M14780,M14780
LG17,29688612.5982052,29688702.5982052,M1099,M1099
LG17,30096211.9853024,30096301.9853024,M25444,M25444
LG17,30454393.7061976,30454483.7061976,M45347,M45347
LG17,31940321.9051176,31940411.9051176,M792,M792
LG17,32468630.4542868,32468720.4542868,M21126,M21126
LG17,33049984.9911172,33050074.9911172,M13195,M13195
LG17,33468756.0538992,33468846.0538992,M1904,M1904
LG17,33830001.808406,33830091.808406,M18947,M18947
LG17,34132438.154192,34132528.154192,M32634,M32634
LG17,34362374.9296804,34362464.9296804,M13607,M13607
LG17,34733918.8499354,34734008.8499354,M25431,M25431
LG17,35063156.4962952,35063246.4962952,M17494,M17494
LG17,35729557.3120838,35729647.3120838,M21718,M21718
LG17,36427318.4951596,36427408.4951596,M15045,M15045
LG17,37470886.5650442,37470976.5650442,M39339,M39339
LG17,38442162.798998,38442252.798998,M27441,M27441
LG17,38891764.5868358,38891854.5868358,M15018,M15018
LG17,39594678.7826856,39594768.7826856,M43120,M43120
LG17,40175901.7998334,40175991.7998334,M18239,M18239
LG17,41289581.0064944,41289671.0064944,M14280,M14280
LG17,41885517.3690404,41885607.3690404,M2436,M2436
LG17,42082743.3642836,42082833.3642836,M29994,M29994
LG17,42646380.4325806,42646470.4325806,M19880,M19880
LG17,43346994.484396,43347084.484396,M13258,M13258
LG17,43748733.9514154,43748823.9514154,M1178,M1178
LG17,44126409.7899942,44126499.7899942,M26244,M26244
LG17,44529594.830392,44529684.830392,M22382,M22382
LG17,45114052.088053,45114142.088053,M31516,M31516
LG17,45722333.6622082,45722423.6622082,M16869,M16869
LG17,46141063.7218394,46141153.7218394,M35500,M35500
LG17,47552833.535402,47552923.535402,M37391,M37391
LG17,48137323.6655684,48137413.6655684,M40240,M40240
LG17,49636633.7968918,49636723.7968918,M12548,M12548
LG17,61662893.7906544,61662983.7906544,M13107,M13107
LG18,0,90,M10176,M10176
LG18,735055.303360506,735145.303360506,M12126,M12126
LG18,930734.699602408,930824.699602408,M12965,M12965
LG18,1261765.38692011,1261855.38692011,M22551,M22551
LG18,1924309.78603614,1924399.78603614,M42204,M42204
LG18,2462171.47205012,2462261.47205012,M15263,M15263
LG18,3867395.87163476,3867485.87163476,M8060,M8060
LG18,4586743.62716424,4586833.62716424,M34367,M34367
LG18,4946086.63409512,4946176.63409512,M43921,M43921
LG18,5199473.30906562,5199563.30906562,M28614,M28614
LG18,5535486.16201564,5535576.16201564,M2145,M2145
LG18,6217466.98904028,6217556.98904028,M13438,M13438
LG18,7509717.32334632,7509807.32334632,M8709,M8709
LG18,8043431.86538948,8043521.86538948,M36411,M36411
LG18,8451912.8022122,8452002.8022122,M32254,M32254
LG18,8746203.47915206,8746293.47915206,M29490,M29490
LG18,9293059.01804432,9293149.01804432,M13178,M13178
LG18,9574521.7377481,9574611.7377481,M4068,M4068
LG18,10960704.6370924,10960794.6370924,M23551,M23551
LG18,11520632.3325451,11520722.3325451,M8571,M8571
LG18,12041767.4810351,12041857.4810351,M18133,M18133
LG18,12270123.7890725,12270213.7890725,M35653,M35653
LG18,12639803.4015635,12639893.4015635,M33067,M33067
LG18,13165339.8003052,13165429.8003052,M8427,M8427
LG18,13879344.5803739,13879434.5803739,M36993,M36993
LG18,14338635.6912134,14338725.6912134,M21905,M21905
LG18,14746223.6205734,14746313.6205734,M10521,M10521
LG18,15186868.4920695,15186958.4920695,M3188,M3188
LG18,15717858.7331845,15717948.7331845,M3615,M3615
LG18,17232154.0562565,17232244.0562565,M11427,M11427
LG18,17832053.8924139,17832143.8924139,M30255,M30255
LG18,18693022.4756714,18693112.4756714,M40934,M40934
LG18,19012529.6757507,19012619.6757507,M23748,M23748
LG18,19844554.4149502,19844644.4149502,M20914,M20914
LG18,20402929.38131,20403019.38131,M36712,M36712
LG18,20542611.2834504,20542701.2834504,M32068,M32068
LG18,21454588.6533242,21454678.6533242,M16678,M16678
LG18,21713347.9216448,21713437.9216448,M33548,M33548
LG18,21994899.1298688,21994989.1298688,M19662,M19662
LG18,22166357.9095596,22166447.9095596,M17814,M17814
LG18,22336906.378028,22336996.378028,M17154,M17154
LG18,22680370.0035192,22680460.0035192,M40945,M40945
LG18,22778688.8589652,22778778.8589652,M36122,M36122
LG18,22878604.724977,22878694.724977,M45745,M45745
LG18,23078198.3013278,23078288.3013278,M20443,M20443
LG18,23306211.2556024,23306301.2556024,M30371,M30371
LG18,23306213.2556024,23306303.2556024,M15925,M15925
LG18,24236442.317836,24236532.317836,M7450,M7450
LG18,25587609.7245144,25587699.7245144,M45333,M45333
LG18,25785116.3499318,25785206.3499318,M3179,M3179
LG18,26085802.1017444,26085892.1017444,M2936,M2936
LG18,27426109.28617,27426199.28617,M35560,M35560
LG18,27670761.6541292,27670851.6541292,M2607,M2607
LG18,27998511.9651132,27998601.9651132,M1122,M1122
LG18,28322756.8208878,28322846.8208878,M929,M929
LG18,28893948.9322248,28894038.9322248,M1565,M1565
LG18,32237866.2759302,32237956.2759302,M15088,M15088
LG18,33234738.3926498,33234828.3926498,M27245,M27245
LG18,33928946.3164434,33929036.3164434,M9444,M9444
LG18,34348770.7107934,34348860.7107934,M5299,M5299
LG18,35103253.7383714,35103343.7383714,M19185,M19185
LG18,36213821.8033922,36213911.8033922,M12574,M12574
LG18,36618604.675021,36618694.675021,M7618,M7618
LG18,37081330.7454502,37081420.7454502,M23878,M23878
LG18,37681239.7295618,37681329.7295618,M34014,M34014
LG18,38601922.5121664,38602012.5121664,M42253,M42253
LG18,39287698.4279382,39287788.4279382,M39812,M39812
LG18,39544142.3282884,39544232.3282884,M43537,M43537
LG18,39765305.0483488,39765395.0483488,M40097,M40097
LG18,40054782.013628,40054872.013628,M6222,M6222
LG18,40537579.3909386,40537669.3909386,M18572,M18572
LG19,0,90,M21560,M21560
LG19,172078.788278798,172168.788278798,M30872,M30872
LG19,755777.78116999,755867.78116999,M38307,M38307
LG19,1255416.9087995,1255506.9087995,M40296,M40296
LG19,1543806.31784446,1543896.31784446,M8381,M8381
LG19,2273586.2326998,2273676.2326998,M27781,M27781
LG19,3153064.8238068,3153154.8238068,M12903,M12903
LG19,3526695.45886702,3526785.45886702,M9666,M9666
LG19,3931687.72079808,3931777.72079808,M13758,M13758
LG19,5484069.6117823,5484159.6117823,M12922,M12922
LG19,6269149.09675678,6269239.09675678,M39698,M39698
LG19,6354459.95405826,6354549.95405826,M13970,M13970
LG19,7005406.45027842,7005496.45027842,M11700,M11700
LG19,7746054.80485116,7746144.80485116,M36925,M36925
LG19,10867323.0975388,10867413.0975388,M3266,M3266
LG19,11462169.4206822,11462259.4206822,M35744,M35744
LG19,12452222.1713814,12452312.1713814,M965,M965
LG19,14047846.6223113,14047936.6223113,M10115,M10115
LG19,14732894.2311653,14732984.2311653,M28656,M28656
LG19,15067585.7486386,15067675.7486386,M27087,M27087
LG19,15579336.9016281,15579426.9016281,M37348,M37348
LG19,16262580.5173115,16262670.5173115,M36491,M36491
LG19,18037598.153485,18037688.153485,M38252,M38252
LG19,18713850.1799828,18713940.1799828,M13580,M13580
LG19,19754719.334522,19754809.334522,M34726,M34726
LG19,21433647.4620342,21433737.4620342,M40120,M40120
LG19,21861283.3513352,21861373.3513352,M14852,M14852
LG19,22709633.7897342,22709723.7897342,M36173,M36173
LG20,0,90,M38821,M38821
LG20,996331.887756802,996421.887756802,M38005,M38005
LG20,1625078.86356378,1625168.86356378,M43767,M43767
LG20,2378037.7227161,2378127.7227161,M7665,M7665
LG20,3954889.32150444,3954979.32150444,M43874,M43874
LG20,4434969.18565724,4435059.18565724,M10409,M10409
LG20,5039380.690568,5039470.690568,M44679,M44679
LG20,6083034.09949028,6083124.09949028,M11622,M11622
LG20,6743358.51465478,6743448.51465478,M2886,M2886
LG20,7112488.46674468,7112578.46674468,M10430,M10430
LG20,8450562.54220586,8450652.54220586,M31565,M31565
LG20,8982371.41380314,8982461.41380314,M38775,M38775
LG20,9682692.75530902,9682782.75530902,M34610,M34610
LG20,10940019.830307,10940109.830307,M19963,M19963
LG20,11452302.3646684,11452392.3646684,M18980,M18980
LG20,12488644.9409527,12488734.9409527,M991,M991
LG20,13088229.3952067,13088319.3952067,M43646,M43646
LG20,13410872.3487132,13410962.3487132,M7489,M7489
LG20,13603750.9045523,13603840.9045523,M20785,M20785
LG20,13810700.6455037,13810790.6455037,M44760,M44760
LG20,14298611.3239153,14298701.3239153,M3669,M3669
LG20,14754322.6265221,14754412.6265221,M29120,M29120
LG20,15368545.2235065,15368635.2235065,M37522,M37522
LG20,15922665.8697455,15922755.8697455,M10002,M10002
LG20,16291585.4985839,16291675.4985839,M34453,M34453
LG20,16841656.2832191,16841746.2832191,M33253,M33253
LG20,17476180.7173917,17476270.7173917,M23916,M23916
LG20,18596650.4588958,18596740.4588958,M42932,M42932
