Chromosome,ChromStart,ChromEnd,Band,Stain
LG16,5686525,5686526,M29424,M29424
LG16,5800951,5800952,M29367,M29367
LG16,6014471,6014472,M12433,M12433
LG16,6303989,6303990,M41971,M41971
LG16,6510711,6510712,M27820,M27820
LG16,6593152,6593153,M32868,M32868
LG16,7110410,7110411,M22964,M22964
LG16,7224554,7224555,M2791,M2791
LG16,7276843,7276844,M11169,M11169
LG16,7318333,7318334,M29891,M29891
LG16,7661549,7661550,M11759,M11759
LG16,8163447,8163448,M10984,M10984
LG16,8271414,8271415,M32685,M32685
LG16,8706926,8706927,M23086,M23086
LG16,8986327,8986328,M9704,M9704
LG16,9164034,9164035,M32585,M32585
LG16,9325239,9325240,M30973,M30973
LG16,9466870,9466871,M17202,M17202
LG16,9594707,9594708,M35412,M35412
LG16,9880507,9880508,M35429,M35429
LG16,10127353,10127354,M13999,M13999
LG16,10202626,10202627,M7463,M7463
LG16,10307428,10307429,M28473,M28473
LG16,10724377,10724378,M38996,M38996
LG16,10783680,10783681,M17315,M17315
LG16,10997874,10997875,M43716,M43716
LG17,0,1,M2611,M2611
LG17,143287,143288,M24499,M24499
LG17,218035,218036,M17784,M17784
LG17,305456,305457,M2630,M2630
LG17,388662,388663,M4417,M4417
LG17,532763,532764,M15647,M15647
LG17,672356,672357,M9993,M9993
LG17,856077,856078,M17466,M17466
LG17,966927,966928,M17701,M17701
LG17,1047379,1047380,M44492,M44492
LG17,1190338,1190339,M37835,M37835
LG17,1352655,1352656,M14456,M14456
LG17,1466574,1466575,M4918,M4918
LG17,1756257,1756258,M2339,M2339
LG17,1947499,1947500,M38316,M38316
LG17,2005692,2005693,M17693,M17693
LG17,2195636,2195637,M28965,M28965
LG17,2436689,2436690,M4705,M4705
LG17,3285729,3285730,M43736,M43736
LG17,3422214,3422215,M17625,M17625
LG17,3529339,3529340,M39018,M39018
LG17,3719739,3719740,M17245,M17245
LG17,4253177,4253178,M45542,M45542
LG17,4591865,4591866,M14198,M14198
LG17,5022058,5022059,M2975,M2975
LG17,5246794,5246795,M45310,M45310
LG17,6209446,6209447,M18982,M18982
LG17,6359698,6359699,M27920,M27920
LG17,6502665,6502666,M6478,M6478
LG17,6683675,6683676,M39689,M39689
LG17,6925764,6925765,M5828,M5828
LG17,7081875,7081876,M42843,M42843
LG17,7263341,7263342,M9569,M9569
LG17,7582722,7582723,M14937,M14937
LG17,7639008,7639009,M7371,M7371
LG17,7732922,7732923,M28130,M28130
LG17,7850496,7850497,M43393,M43393
LG17,8013727,8013728,M35716,M35716
LG17,8166563,8166564,M35254,M35254
LG17,8283925,8283926,M18305,M18305
LG17,8413471,8413472,M12722,M12722
LG17,8499687,8499688,M14563,M14563
LG17,8564296,8564297,M41441,M41441
LG17,8669745,8669746,M13820,M13820
LG17,8802259,8802260,M17323,M17323
LG17,9031680,9031681,M18638,M18638
LG17,9252408,9252409,M12171,M12171
LG17,9401154,9401155,M14347,M14347
LG17,9680596,9680597,M39777,M39777
LG17,9879746,9879747,M16294,M16294
LG17,9957895,9957896,M19475,M19475
LG17,10108416,10108417,M40961,M40961
LG17,10274549,10274550,M34477,M34477
LG17,10442633,10442634,M19117,M19117
LG17,10540222,10540223,M41751,M41751
LG17,10744897,10744898,M41168,M41168
LG17,11228139,11228140,M14780,M14780
LG17,11310993,11310994,M1099,M1099
LG17,11463850,11463851,M25444,M25444
LG17,11598288,11598289,M45347,M45347
LG17,12155810,12155811,M792,M792
LG17,12367328,12367329,M21126,M21126
LG17,12505608,12505609,M17494,M17494
LG17,12672984,12672985,M13607,M13607
LG17,12768872,12768873,M32634,M32634
LG17,12883500,12883501,M18947,M18947
LG17,13020225,13020226,M1904,M1904
LG17,13180897,13180898,M13195,M13195
LG17,13334767,13334768,M25431,M25431
LG17,13547174,13547175,M21718,M21718
LG17,13797229,13797230,M15045,M15045
LG17,14188805,14188806,M39339,M39339
LG17,14553149,14553150,M27441,M27441
LG17,14722013,14722014,M15018,M15018
LG17,14985821,14985822,M43120,M43120
LG17,15204000,15204001,M18239,M18239
LG17,15621961,15621962,M14280,M14280
LG17,15845669,15845670,M2436,M2436
LG17,15919988,15919989,M29994,M29994
LG17,16131903,16131904,M19880,M19880
LG17,16394849,16394850,M13258,M13258
LG17,16545622,16545623,M1178,M1178
LG17,16687631,16687632,M26244,M26244
LG17,16839136,16839137,M22382,M22382
LG17,17058698,17058699,M31516,M31516
LG17,17287322,17287323,M16869,M16869
LG17,17444641,17444642,M35500,M35500
LG17,17974204,17974205,M37391,M37391
LG17,18193578,18193579,M40240,M40240
LG17,18755363,18755364,M12548,M12548
LG18,0,1,M10176,M10176
LG18,275669,275670,M12126,M12126
LG18,349599,349600,M12965,M12965
LG18,474576,474577,M22551,M22551
LG18,723577,723578,M42204,M42204
LG18,925557,925558,M15263,M15263
LG18,1452636,1452637,M8060,M8060
LG18,1722558,1722559,M34367,M34367
LG18,1857730,1857731,M43921,M43921
LG18,1953236,1953237,M28614,M28614
LG18,2079630,2079631,M2145,M2145
LG18,2335526,2335527,M13438,M13438
LG18,2817268,2817269,M8709,M8709
LG18,3061271,3061272,M36411,M36411
LG18,3255824,3255825,M32254,M32254
LG18,3366495,3366496,M29490,M29490
LG18,3571960,3571961,M13178,M13178
LG18,3677843,3677844,M4068,M4068
LG18,4197771,4197772,M23551,M23551
LG18,4408101,4408102,M8571,M8571
LG18,4604245,4604246,M18133,M18133
LG18,4690345,4690346,M35653,M35653
LG18,4829152,4829153,M33067,M33067
LG18,5026585,5026586,M8427,M8427
LG18,5294837,5294838,M36993,M36993
LG18,5467494,5467495,M21905,M21905
LG18,5620851,5620852,M10521,M10521
LG18,5786504,5786505,M3188,M3188
LG18,5985702,5985703,M3615,M3615
LG18,6553662,6553663,M11427,M11427
LG18,6778645,6778646,M30255,M30255
LG18,7101651,7101652,M40934,M40934
LG18,7221747,7221748,M23748,M23748
LG18,7534036,7534037,M20914,M20914
LG18,7743726,7743727,M36712,M36712
LG18,7796311,7796312,M32068,M32068
LG18,8138339,8138340,M16678,M16678
LG18,8235677,8235678,M33548,M33548
LG18,8341840,8341841,M19662,M19662
LG18,8406494,8406495,M17814,M17814
LG18,8470563,8470564,M17154,M17154
LG18,8600430,8600431,M40945,M40945
LG18,8638028,8638029,M36122,M36122
LG18,8675506,8675507,M45745,M45745
LG18,8750787,8750788,M20443,M20443
LG18,8836812,8836813,M30371,M30371
LG18,8836819,8836820,M15925,M15925
LG18,9185843,9185844,M7450,M7450
LG18,9692646,9692647,M45333,M45333
LG18,9767108,9767109,M3179,M3179
LG18,9880286,9880287,M2936,M2936
LG18,10382943,10382944,M35560,M35560
LG18,10475060,10475061,M2607,M2607
LG18,10598224,10598225,M1122,M1122
LG18,10720133,10720134,M929,M929
LG18,10934725,10934726,M1565,M1565
LG18,12188668,12188669,M15088,M15088
LG18,12562642,12562643,M27245,M27245
LG18,12823253,12823254,M9444,M9444
LG18,12980901,12980902,M5299,M5299
LG18,13263984,13263985,M19185,M19185
LG18,13680552,13680553,M12574,M12574
LG18,13832548,13832549,M7618,M7618
LG18,14006327,14006328,M23878,M23878
LG18,14231532,14231533,M34014,M34014
LG18,14576829,14576830,M42253,M42253
LG18,14834244,14834245,M39812,M39812
LG18,14930960,14930961,M43537,M43537
LG18,15014600,15014601,M40097,M40097
LG18,15123585,15123586,M6222,M6222
LG18,15304581,15304582,M18572,M18572
LG19,0,1,M21560,M21560
LG19,64662,64663,M30872,M30872
LG19,283606,283607,M38307,M38307
LG19,471176,471177,M40296,M40296
LG19,579565,579566,M8381,M8381
LG19,853326,853327,M27781,M27781
LG19,1183183,1183184,M12903,M12903
LG19,1323328,1323329,M9666,M9666
LG19,1475244,1475245,M13758,M13758
LG19,2057105,2057106,M12922,M12922
LG19,2352278,2352279,M39698,M39698
LG19,2385189,2385190,M13970,M13970
LG19,2650331,2650332,M36925,M36925
LG19,3802600,3802601,M3266,M3266
LG19,4026323,4026324,M35744,M35744
LG19,4397697,4397698,M965,M965
LG19,4996130,4996131,M10115,M10115
LG19,5253179,5253180,M28656,M28656
LG19,5378837,5378838,M27087,M27087
LG19,5570957,5570958,M37348,M37348
LG19,5827412,5827413,M36491,M36491
LG19,6493076,6493077,M38252,M38252
LG19,6746804,6746805,M13580,M13580
LG19,7137218,7137219,M34726,M34726
LG19,7766866,7766867,M40120,M40120
LG19,7927464,7927465,M14852,M14852
LG19,8245814,8245815,M36173,M36173
LG20,0,1,M38821,M38821
LG20,373756,373757,M38005,M38005
LG20,609570,609571,M43767,M43767
LG20,892010,892011,M7665,M7665
LG20,1483393,1483394,M43874,M43874
LG20,1663643,1663644,M10409,M10409
LG20,1890605,1890606,M44679,M44679
LG20,2282101,2282102,M11622,M11622
LG20,2529858,2529859,M2886,M2886
LG20,2668419,2668420,M10430,M10430
LG20,3170283,3170284,M31565,M31565
LG20,3369862,3369863,M38775,M38775
LG20,3632666,3632667,M34610,M34610
LG20,4104261,4104262,M19963,M19963
LG20,4296481,4296482,M18980,M18980
LG20,4685238,4685239,M991,M991
LG20,4910212,4910213,M43646,M43646
LG20,5031496,5031497,M7489,M7489
LG20,5104054,5104055,M20785,M20785
LG20,5181647,5181648,M44760,M44760
LG20,5364997,5364998,M3669,M3669
LG20,5536287,5536288,M29120,M29120
LG20,5766620,5766621,M37522,M37522
LG20,5974525,5974526,M10002,M10002
LG20,6113286,6113287,M34453,M34453
LG20,6320011,6320012,M33253,M33253
LG20,6558245,6558246,M23916,M23916
LG20,6978578,6978579,M42932,M42932
LG20,7307604,7307605,M13287,M13287
LG20,7646829,7646830,M8265,M8265
LG20,7693710,7693711,M37842,M37842
LG20,7803768,7803769,M26133,M26133
LG20,8718097,8718098,M37184,M37184
LG20,8897630,8897631,M43442,M43442
LG20,9049962,9049963,M39849,M39849
LG20,9216853,9216854,M18587,M18587
LG20,9796524,9796525,M43830,M43830
LG20,10034030,10034031,M3786,M3786
LG20,10503887,10503888,M20020,M20020
LG20,10881154,10881155,M37179,M37179
LG20,11056835,11056836,M43275,M43275
LG20,11131421,11131422,M42368,M42368
LG20,11306019,11306020,M39484,M39484
LG20,11446557,11446558,M8676,M8676
LG20,11561123,11561124,M24178,M24178
LG20,12102671,12102672,M36299,M36299
LG20,12318394,12318395,M17922,M17922
LG20,12828614,12828615,M4763,M4763
LG20,13213694,13213695,M26640,M26640
LG20,13463341,13463342,M3098,M3098
LG20,13583302,13583303,M13443,M13443
LG20,13690910,13690911,M36313,M36313
LG20,13787336,13787337,M41004,M41004
LG20,14022955,14022956,M24232,M24232
LG20,14370991,14370992,M35034,M35034
LG20,14557904,14557905,M25814,M25814
LG20,14778231,14778232,M44579,M44579
LG20,15034889,15034890,M29558,M29558
LG21,0,1,M1298,M1298
LG21,199714,199715,M14633,M14633
LG21,354401,354402,M12452,M12452
LG21,520009,520010,M7189,M7189
LG21,666839,666840,M12045,M12045
LG21,977470,977471,M36459,M36459
LG21,1310912,1310913,M16122,M16122
LG21,1515507,1515508,M13722,M13722
LG21,1714456,1714457,M28024,M28024
LG21,1881821,1881822,M24034,M24034
LG21,2343379,2343380,M39548,M39548
LG21,2600688,2600689,M2407,M2407
LG21,2769239,2769240,M31010,M31010
LG21,2859791,2859792,M2223,M2223
LG21,2859799,2859800,M17033,M17033
LG21,2952147,2952148,M33824,M33824
LG21,3381359,3381360,M7764,M7764
LG21,3667893,3667894,M33116,M33116
LG21,4305140,4305141,M30469,M30469
LG21,4519006,4519007,M24645,M24645
LG21,4610741,4610742,M38062,M38062
LG21,4778722,4778723,M43633,M43633
LG21,4934814,4934815,M40016,M40016
LG21,5468160,5468161,M18053,M18053
LG21,5629034,5629035,M14342,M14342
LG21,5862343,5862344,M18118,M18118
LG21,6419796,6419797,M31761,M31761
LG21,6524706,6524707,M21209,M21209
LG21,6709835,6709836,M16542,M16542
LG21,7023405,7023406,M40653,M40653
LG21,7181373,7181374,M27590,M27590
LG21,7278269,7278270,M5021,M5021
LG21,7364247,7364248,M3431,M3431
LG21,7676301,7676302,M8074,M8074
LG21,8159000,8159001,M32012,M32012
LG21,8299876,8299877,M9295,M9295
LG21,8438034,8438035,M29750,M29750
LG21,8655037,8655038,M12275,M12275
LG21,9016471,9016472,M43655,M43655
LG21,9113923,9113924,M40547,M40547
LG21,9363970,9363971,M27787,M27787
LG21,9485692,9485693,M18988,M18988
LG21,10563722,10563723,M2371,M2371
LG21,11045754,11045755,M26907,M26907
LG21,11180355,11180356,M31633,M31633
LG21,11231218,11231219,M38913,M38913
LG21,11363152,11363153,M44321,M44321
LG21,11539147,11539148,M12128,M12128
LG21,11662274,11662275,M22453,M22453
LG22,0,1,M10510,M10510
LG22,140005,140006,M1789,M1789
LG22,229775,229776,M10891,M10891
LG22,401549,401550,M30656,M30656
LG22,619865,619866,M21705,M21705
LG22,920491,920492,M21984,M21984
LG22,1405681,1405682,M5369,M5369
LG22,1724935,1724936,M45176,M45176
LG22,1910253,1910254,M27338,M27338
LG22,2013829,2013830,M5801,M5801
LG22,2527142,2527143,M19420,M19420
LG22,2555581,2555582,M11580,M11580
LG22,2763479,2763480,M6504,M6504
LG22,2801988,2801989,M23870,M23870
LG22,3033060,3033061,M11465,M11465
LG22,4145585,4145586,M10385,M10385
LG22,4513819,4513820,M39154,M39154
LG22,4633967,4633968,M6166,M6166
LG22,4965300,4965301,M27092,M27092
LG22,5087038,5087039,M9954,M9954
LG22,5247792,5247793,M1446,M1446
LG22,5366228,5366229,M25107,M25107
LG22,5472885,5472886,M9601,M9601
LG22,5575581,5575582,M23261,M23261
LG22,5747165,5747166,M8386,M8386
LG22,5840831,5840832,M33686,M33686
LG22,5935449,5935450,M42548,M42548
LG22,6300817,6300818,M44057,M44057
LG22,6484168,6484169,M9529,M9529
LG22,6723172,6723173,M41797,M41797
LG22,7090996,7090997,M26262,M26262
LG22,7141842,7141843,M44863,M44863
LG22,7263998,7263999,M7758,M7758
LG22,7674738,7674739,M39125,M39125
LG22,7792526,7792527,M20442,M20442
LG22,8096901,8096902,M29884,M29884
LG22,8443209,8443210,M17514,M17514
LG22,8958150,8958151,M24525,M24525
LG22,9157415,9157416,M43133,M43133
LG22,9335076,9335077,M8239,M8239
LG22,9393546,9393547,M8487,M8487
LG22,9583015,9583016,M19064,M19064
LG22,9815289,9815290,M28738,M28738
LG22,10310260,10310261,M16162,M16162
LG22,10633306,10633307,M33254,M33254
LG22,10837661,10837662,M43606,M43606
LG23,0,1,M12272,M12272
LG23,1517019,1517020,M22026,M22026
LG23,2441116,2441117,M36469,M36469
LG23,2468698,2468699,M3828,M3828
LG23,2779612,2779613,M36729,M36729
LG23,2863484,2863485,M17234,M17234
LG23,3630732,3630733,M38557,M38557
LG23,3990261,3990262,M1510,M1510
LG23,4277160,4277161,M18934,M18934
LG23,4417742,4417743,M6949,M6949
LG23,4613163,4613164,M36608,M36608
LG23,5283140,5283141,M11969,M11969
LG23,5567580,5567581,M6388,M6388
LG23,5699219,5699220,M22244,M22244
LG23,6301836,6301837,M9489,M9489
LG23,6623171,6623172,M4767,M4767
LG23,7024592,7024593,M8764,M8764
LG23,7483063,7483064,M2973,M2973
LG23,8098149,8098150,M35605,M35605
LG23,8350292,8350293,M36603,M36603
LG23,8501399,8501400,M19708,M19708
LG23,8573647,8573648,M19135,M19135
LG23,8699317,8699318,M40606,M40606
LG24,0,1,M36563,M36563
LG24,138726,138727,M28463,M28463
LG24,229869,229870,M2591,M2591
LG24,348948,348949,M12234,M12234
LG24,348955,348956,M42954,M42954
LG24,491341,491342,M8624,M8624
LG24,963648,963649,M25950,M25950
LG24,1493625,1493626,M41813,M41813
LG24,2044346,2044347,M6180,M6180
LG24,2189068,2189069,M27453,M27453
LG24,2867888,2867889,M25446,M25446
LG24,3736972,3736973,M21127,M21127
LG24,7360151,7360152,M44741,M44741
LG24,7464043,7464044,M35150,M35150
LG24,7693844,7693845,M2465,M2465
LG24,7837674,7837675,M45057,M45057
LG24,8411300,8411301,M5157,M5157
LG24,9017497,9017498,M23533,M23533
LG24,9193024,9193025,M1627,M1627
LG24,9433435,9433436,M38491,M38491
LG24,9552349,9552350,M43791,M43791
LG24,10064971,10064972,M16961,M16961
LG24,10349853,10349854,M36882,M36882
LG24,10746236,10746237,M9149,M9149
LG24,11219406,11219407,M40482,M40482
LG24,12247077,12247078,M20412,M20412
LG24,12418999,12419000,M3281,M3281
LG24,12839350,12839351,M35634,M35634
LG24,12956368,12956369,M13250,M13250
LG24,13687911,13687912,M32554,M32554
LG24,14166731,14166732,M16393,M16393
LG24,14538962,14538963,M17070,M17070
LG24,14715708,14715709,M5407,M5407
LG24,14796400,14796401,M40610,M40610
LG24,15033418,15033419,M34004,M34004
LG24,15388141,15388142,M39219,M39219
LG24,15571905,15571906,M10814,M10814
LG24,16067560,16067561,M44064,M44064
LG24,16440816,16440817,M3164,M3164
LG25,0,1,M30009,M30009
LG25,319916,319917,M11529,M11529
LG25,597084,597085,M25941,M25941
LG25,652566,652567,M13891,M13891
LG25,1246215,1246216,M15607,M15607
LG25,1447900,1447901,M37211,M37211
LG25,1523687,1523688,M33074,M33074
LG25,2607140,2607141,M12663,M12663
LG25,3208382,3208383,M32723,M32723
LG25,3362410,3362411,M4738,M4738
LG25,3562933,3562934,M11681,M11681
LG25,4256647,4256648,M42098,M42098
LG25,4855130,4855131,M37368,M37368
LG25,5171522,5171523,M30087,M30087
LG25,5715650,5715651,M9935,M9935
LG25,5932004,5932005,M1800,M1800
LG25,6054517,6054518,M18940,M18940
LG25,6209928,6209929,M42863,M42863
LG25,6436007,6436008,M34701,M34701
LG25,6686622,6686623,M31271,M31271
LG25,6884551,6884552,M16982,M16982
LG25,7072207,7072208,M18975,M18975
LG25,7318493,7318494,M43325,M43325
LG25,8892805,8892806,M30660,M30660
LG25,11269828,11269829,M38537,M38537
LG25,11859320,11859321,M9817,M9817
LG26,0,1,M25799,M25799
LG26,183205,183206,M15069,M15069
LG26,451212,451213,M11991,M11991
LG26,567866,567867,M25539,M25539
LG26,711814,711815,M15956,M15956
LG26,811107,811108,M2661,M2661
LG26,961076,961077,M6084,M6084
LG26,1074881,1074882,M3372,M3372
LG26,1429766,1429767,M26803,M26803
LG26,1632894,1632895,M15513,M15513
LG26,1926579,1926580,M23537,M23537
LG26,2138210,2138211,M32284,M32284
LG26,2729162,2729163,M8263,M8263
LG26,2864867,2864868,M43147,M43147
LG26,2959447,2959448,M6905,M6905
LG26,2996515,2996516,M35345,M35345
LG26,3444757,3444758,M16850,M16850
LG26,3637520,3637521,M31718,M31718
LG26,4050892,4050893,M42526,M42526
LG26,4248422,4248423,M21844,M21844
LG26,4940248,4940249,M26504,M26504
LG26,5338110,5338111,M45362,M45362
LG26,5488716,5488717,M29665,M29665
LG26,5772197,5772198,M34599,M34599
LG26,6162403,6162404,M15463,M15463
LG26,6309546,6309547,M31998,M31998
LG26,6889717,6889718,M39740,M39740
LG26,7139154,7139155,M14922,M14922
LG26,7253591,7253592,M34636,M34636
LG26,7415539,7415540,M27594,M27594
LG26,7562166,7562167,M2754,M2754
LG26,7780430,7780431,M15223,M15223
LG26,8671202,8671203,M38845,M38845
LG26,9243801,9243802,M34175,M34175
LG26,9444027,9444028,M19126,M19126
LG26,9604300,9604301,M15654,M15654
LG26,10304979,10304980,M16297,M16297
LG26,10650294,10650295,M18067,M18067
LG26,11109591,11109592,M3318,M3318
LG26,11453368,11453369,M29346,M29346
LG26,11612391,11612392,M32168,M32168
LG27,0,1,M35931,M35931
LG27,156745,156746,M27976,M27976
LG27,234473,234474,M26194,M26194
LG27,294220,294221,M14949,M14949
LG27,405956,405957,M24800,M24800
LG27,501960,501961,M3513,M3513
LG27,694418,694419,M9779,M9779
LG27,956024,956025,M21880,M21880
LG27,1009554,1009555,M15969,M15969
LG27,1189706,1189707,M40205,M40205
LG27,1352006,1352007,M35437,M35437
LG27,1534771,1534772,M10307,M10307
LG27,1824452,1824453,M21699,M21699
LG27,2197954,2197955,M33857,M33857
LG27,2545891,2545892,M42246,M42246
LG27,3180041,3180042,M15527,M15527
LG27,3506156,3506157,M6947,M6947
LG27,4067670,4067671,M3199,M3199
LG27,4918837,4918838,M5902,M5902
LG27,5196376,5196377,M19778,M19778
LG27,5371986,5371987,M21445,M21445
LG27,5653612,5653613,M6650,M6650
LG27,6010604,6010605,M27365,M27365
LG27,6272317,6272318,M30960,M30960
LG27,6443813,6443814,M23515,M23515
LG27,6854317,6854318,M30227,M30227
LG27,7042483,7042484,M33951,M33951
LG27,7261641,7261642,M38288,M38288
LG27,7531263,7531264,M13574,M13574
LG27,7868297,7868298,M19468,M19468
LG27,7940360,7940361,M13109,M13109
LG27,8134444,8134445,M11013,M11013
LG27,8495312,8495313,M12915,M12915
LG27,8623974,8623975,M36917,M36917
LG27,8890781,8890782,M5532,M5532
LG27,9298520,9298521,M4300,M4300
LG27,9421092,9421093,M31359,M31359
LG27,9931391,9931392,M16245,M16245
LG27,10003445,10003446,M16179,M16179
LG27,10230170,10230171,M40939,M40939
LG27,10685676,10685677,M41646,M41646
LG27,10855160,10855161,M32118,M32118
LG27,11026182,11026183,M32553,M32553
LG27,11259932,11259933,M35589,M35589
LG27,11463090,11463091,M32028,M32028
LG27,11631612,11631613,M33891,M33891
LG27,11963370,11963371,M31012,M31012
LG27,12818168,12818169,M30292,M30292
LG27,12888924,12888925,M43660,M43660
LG28,0,1,M20713,M20713
LG28,98988,98989,M43114,M43114
LG28,1006037,1006038,M20963,M20963
LG28,1095577,1095578,M9604,M9604
LG28,1282399,1282400,M14068,M14068
LG28,1621730,1621731,M22371,M22371
LG28,1975996,1975997,M3462,M3462
LG28,3343557,3343558,M18189,M18189
LG28,3505057,3505058,M16249,M16249
LG28,4013857,4013858,M22014,M22014
LG28,4267931,4267932,M20555,M20555
LG28,4408736,4408737,M5415,M5415
LG28,4612645,4612646,M30791,M30791
LG28,4839167,4839168,M40821,M40821
LG28,5030455,5030456,M35643,M35643
LG28,5121472,5121473,M17083,M17083
LG28,5222738,5222739,M21663,M21663
LG28,5400039,5400040,M16256,M16256
LG28,5502200,5502201,M17516,M17516
LG28,5681905,5681906,M23848,M23848
LG28,5984288,5984289,M9098,M9098
LG28,6203296,6203297,M12350,M12350
LG28,6938640,6938641,M15842,M15842
LG28,7046395,7046396,M11199,M11199
LG28,7374323,7374324,M38740,M38740
LG28,7910932,7910933,M24410,M24410
LG28,8236634,8236635,M6466,M6466
LG28,8940765,8940766,M9928,M9928
LG28,9305010,9305011,M36463,M36463
LG28,9879279,9879280,M8564,M8564
LG28,10183374,10183375,M23026,M23026
LG28,10485977,10485978,M38050,M38050
LG28,10759835,10759836,M5194,M5194
LG28,11129259,11129260,M10524,M10524
LG28,11361023,11361024,M18182,M18182
LG28,11753910,11753911,M36026,M36026
LG28,12057429,12057430,M30138,M30138
LG28,12126643,12126644,M26237,M26237
LG29,0,1,M3839,M3839
LG29,232049,232050,M33853,M33853
LG29,311657,311658,M20397,M20397
LG29,764605,764606,M10390,M10390
LG29,1156926,1156927,M33142,M33142
LG29,1409804,1409805,M6548,M6548
LG29,1632980,1632981,M17149,M17149
LG29,1759979,1759980,M43035,M43035
LG29,1927948,1927949,M36210,M36210
LG29,2184830,2184831,M18154,M18154
LG29,2448256,2448257,M8904,M8904
LG29,2719954,2719955,M15814,M15814
LG29,3095411,3095412,M39460,M39460
LG29,3193866,3193867,M3676,M3676
LG29,3362610,3362611,M43519,M43519
LG29,3568283,3568284,M43796,M43796
LG29,4194828,4194829,M23855,M23855
LG29,4283991,4283992,M15843,M15843
LG29,4337406,4337407,M5201,M5201
LG29,4649214,4649215,M24036,M24036
LG29,4821654,4821655,M25342,M25342
LG29,5060443,5060444,M42383,M42383
LG29,5753977,5753978,M26291,M26291
LG29,6257333,6257334,M36787,M36787
LG29,6410898,6410899,M28596,M28596
LG29,7210869,7210870,M35041,M35041
LG29,7434367,7434368,M32369,M32369
LG29,7542395,7542396,M35076,M35076
LG29,7606917,7606918,M14443,M14443
LG29,7671206,7671207,M34235,M34235
LG29,7671214,7671215,M23295,M23295
LG29,7856682,7856683,M27994,M27994
LG29,7995144,7995145,M34884,M34884
LG29,7995152,7995153,M30022,M30022
LG29,8146112,8146113,M11803,M11803
LG29,8232040,8232041,M29027,M29027
LG29,8487331,8487332,M36036,M36036
LG29,8690860,8690861,M23003,M23003
LG29,8803231,8803232,M40259,M40259
LG30,0,1,M34378,M34378
LG30,123554,123555,M21020,M21020
LG30,393938,393939,M5946,M5946
LG30,649900,649901,M45528,M45528
LG30,1478055,1478056,M14214,M14214
LG30,2277164,2277165,M8971,M8971
LG30,2565488,2565489,M16076,M16076
LG30,4138048,4138049,M21464,M21464
LG30,4732782,4732783,M38147,M38147
LG31,0,1,M13697,M13697
LG31,182429,182430,M16657,M16657
LG31,330186,330187,M15932,M15932
LG31,425735,425736,M8363,M8363
LG31,593784,593785,M24697,M24697
LG31,653124,653125,M8697,M8697
LG31,706244,706245,M38911,M38911
LG31,863133,863134,M28182,M28182
LG31,957144,957145,M16807,M16807
LG31,1154683,1154684,M44816,M44816
LG31,1217920,1217921,M41586,M41586
LG31,1331575,1331576,M28688,M28688
LG31,1395773,1395774,M40222,M40222
LG31,1437308,1437309,M41544,M41544
LG31,1437309,1437310,M33013,M33013
LG31,1487289,1487290,M27160,M27160
LG31,1487290,1487291,M27413,M27413
LG31,1513006,1513007,M33352,M33352
LG31,1563041,1563042,M33136,M33136
LG31,1604371,1604372,M16133,M16133
LG31,1686424,1686425,M42137,M42137
LG31,1843868,1843869,M21008,M21008
LG31,1905370,1905371,M30363,M30363
LG31,1905385,1905386,M45175,M45175
LG31,1969533,1969534,M28299,M28299
LG31,1988966,1988967,M26980,M26980
LG31,1988967,1988968,M35408,M35408
LG31,2059579,2059580,M2345,M2345
LG31,2156838,2156839,M36546,M36546
LG31,2156839,2156840,M42091,M42091
LG31,2232777,2232778,M9825,M9825
LG31,2283454,2283455,M45056,M45056
LG31,2308752,2308753,M35142,M35142
LG31,2406249,2406250,M3501,M3501
LG31,2475633,2475634,M40662,M40662
LG31,2560852,2560853,M35848,M35848
LG31,2624765,2624766,M10044,M10044
LG31,2693849,2693850,M27175,M27175
LG31,2928117,2928118,M17046,M17046
LG31,2970829,2970830,M35962,M35962
LG31,3013714,3013715,M38572,M38572
LG31,3061349,3061350,M37079,M37079
LG31,3217215,3217216,M43556,M43556
LG31,3867620,3867621,M15172,M15172
LG31,3958599,3958600,M37751,M37751
LG31,4114963,4114964,M2348,M2348
LG31,4478246,4478247,M31238,M31238
LG31,4654286,4654287,M102,M102
LG31,5559159,5559160,M31950,M31950
LG31,5809136,5809137,M38793,M38793
LG31,5965053,5965054,M42965,M42965
LG31,6136575,6136576,M5625,M5625
LG31,6444825,6444826,M43687,M43687
LG31,6815453,6815454,M21990,M21990
LG31,7315373,7315374,M19499,M19499
LG31,7747539,7747540,M8953,M8953
LG31,8059921,8059922,M7646,M7646
LG31,8523128,8523129,M38799,M38799
LG31,8784909,8784910,M36660,M36660
LG31,8816367,8816368,M34659,M34659
LG31,8992370,8992371,M25877,M25877
LG31,9581204,9581205,M11505,M11505
LG32,0,1,M19116,M19116
LG32,111156,111157,M44528,M44528
LG32,887554,887555,M20455,M20455
LG32,1537832,1537833,M29195,M29195
LG32,1829168,1829169,M41592,M41592
